,dataset_44528.dat,dataset_44529.dat,sum,pat
Il23r,0,1,1,0_1
Il24,0,1,1,0_1
Il25,0,1,1,0_1
Il27,0,1,1,0_1
Il27ra,0,1,1,0_1
Il28b,0,1,1,0_1
Il28ra,0,1,1,0_1
Il2ra,0,1,1,0_1
Il2rb,0,1,1,0_1
Il2rg,0,1,1,0_1
Il3,0,1,1,0_1
Il31,0,1,1,0_1
Il31ra,0,1,1,0_1
Il33,0,1,1,0_1
Il34,0,1,1,0_1
Il3ra,0,1,1,0_1
Il4,0,1,1,0_1
Il4i1,0,1,1,0_1
Il4ra,0,1,1,0_1
Il5,0,1,1,0_1
Il5ra,0,1,1,0_1
Il6,0,1,1,0_1
Il6ra,0,1,1,0_1
Il6st,0,1,1,0_1
Il7,0,1,1,0_1
Il7r,0,1,1,0_1
Il9,0,1,1,0_1
Il9r,0,1,1,0_1
Ildr1,0,1,1,0_1
Ildr2,0,1,1,0_1
Ilf2,0,1,1,0_1
Ilf3,0,1,1,0_1
Ilk,0,1,1,0_1
Ilkap,0,1,1,0_1
Iltifb,0,1,1,0_1
Ilvbl,0,1,1,0_1
Immp1l,0,1,1,0_1
Immp2l,0,1,1,0_1
Immt,0,1,1,0_1
Imp3,0,1,1,0_1
Impa1,0,1,1,0_1
Impact,0,1,1,0_1
Impdh1,0,1,1,0_1
Impdh2,0,1,1,0_1
Impg1,0,1,1,0_1
Impg2,0,1,1,0_1
Ina,0,1,1,0_1
Incenp,0,1,1,0_1
Ing1,0,1,1,0_1
Ing2,0,1,1,0_1
Ing3,0,1,1,0_1
Ing4,0,1,1,0_1
Ing5,0,1,1,0_1
Inha,0,1,1,0_1
Inhba,0,1,1,0_1
Inhbb,0,1,1,0_1
Inhbc,0,1,1,0_1
Inhbe,0,1,1,0_1
Inmt,0,1,1,0_1
Ino80,0,1,1,0_1
Ino80b,0,1,1,0_1
Ino80c,0,1,1,0_1
Ino80d,0,1,1,0_1
Ino80e,0,1,1,0_1
Inpp1,0,1,1,0_1
Inpp4a,0,1,1,0_1
Inpp4b,0,1,1,0_1
Inpp5a,0,1,1,0_1
Inpp5b,0,1,1,0_1
Inpp5d,0,1,1,0_1
Inpp5e,0,1,1,0_1
Inpp5j,0,1,1,0_1
Inpp5k,0,1,1,0_1
Inppl1,0,1,1,0_1
Ins1,0,1,1,0_1
Ins2,0,1,1,0_1
Insc,0,1,1,0_1
Insig1,0,1,1,0_1
Insig2,0,1,1,0_1
Insl5,0,1,1,0_1
Insl6,0,1,1,0_1
Insm1,0,1,1,0_1
Insm2,0,1,1,0_1
Insr,0,1,1,0_1
Insrr,0,1,1,0_1
Ints1,0,1,1,0_1
Ints10,0,1,1,0_1
Ints12,0,1,1,0_1
Ints2,0,1,1,0_1
Ints3,0,1,1,0_1
Ints4,0,1,1,0_1
Ints5,0,1,1,0_1
Ints6,0,1,1,0_1
Ints9,0,1,1,0_1
Intu,0,1,1,0_1
Invs,0,1,1,0_1
Ip6k1,0,1,1,0_1
Ip6k2,0,1,1,0_1
Ip6k3,0,1,1,0_1
Ipcef1,0,1,1,0_1
Ipmk,0,1,1,0_1
Ipo11,0,1,1,0_1
Ipo13,0,1,1,0_1
Ipo4,0,1,1,0_1
Ipo5,0,1,1,0_1
Ipo8,0,1,1,0_1
Ipo9,0,1,1,0_1
Ipp,0,1,1,0_1
Iqca,0,1,1,0_1
Iqcb1,0,1,1,0_1
Iqcd,0,1,1,0_1
Iqce,0,1,1,0_1
Iqcf1,0,1,1,0_1
Iqcf3,0,1,1,0_1
Iqcf4,0,1,1,0_1
Iqcf5,0,1,1,0_1
Iqcf6,0,1,1,0_1
Iqch,0,1,1,0_1
Iqcj,0,1,1,0_1
Iqck,0,1,1,0_1
Iqgap1,0,1,1,0_1
Iqgap2,0,1,1,0_1
Iqgap3,0,1,1,0_1
Iqsec1,0,1,1,0_1
Iqsec2,0,1,1,0_1
Iqsec3,0,1,1,0_1
Iqub,0,1,1,0_1
Irak1bp1,0,1,1,0_1
Irak2,0,1,1,0_1
Irak3,0,1,1,0_1
Irak4,0,1,1,0_1
Ireb2,0,1,1,0_1
Irf1,0,1,1,0_1
Irf2,0,1,1,0_1
Irf2bp2,0,1,1,0_1
Irf3,0,1,1,0_1
Irf4,0,1,1,0_1
Irf5,0,1,1,0_1
Irf6,0,1,1,0_1
Irf7,0,1,1,0_1
Irf8,0,1,1,0_1
Irf9,0,1,1,0_1
Irg1,0,1,1,0_1
Irgm1,0,1,1,0_1
Irgm2,0,1,1,0_1
Irgq,0,1,1,0_1
Irs1,0,1,1,0_1
Irs2,0,1,1,0_1
Irs3,0,1,1,0_1
Irs4,0,1,1,0_1
Irx1,0,1,1,0_1
Irx2,0,1,1,0_1
Irx3,0,1,1,0_1
Irx4,0,1,1,0_1
Irx5,0,1,1,0_1
Irx6,0,1,1,0_1
Isca1,0,1,1,0_1
Isca2,0,1,1,0_1
Iscu,0,1,1,0_1
Isg15,0,1,1,0_1
Isg20,0,1,1,0_1
Isl1,0,1,1,0_1
Isl2,0,1,1,0_1
Islr,0,1,1,0_1
Islr2,0,1,1,0_1
Ism1,0,1,1,0_1
Isoc1,0,1,1,0_1
Isoc2a,0,1,1,0_1
Isoc2b,0,1,1,0_1
Isx,0,1,1,0_1
Isy1,0,1,1,0_1
Isyna1,0,1,1,0_1
Itch,0,1,1,0_1
Itfg1,0,1,1,0_1
Itfg2,0,1,1,0_1
Itga1,0,1,1,0_1
Itga10,0,1,1,0_1
Itga11,0,1,1,0_1
Itga2,0,1,1,0_1
Itga2b,0,1,1,0_1
Itga3,0,1,1,0_1
Itga4,0,1,1,0_1
Itga5,0,1,1,0_1
Itga6,0,1,1,0_1
Itga7,0,1,1,0_1
Itga8,0,1,1,0_1
Itga9,0,1,1,0_1
Itgad,0,1,1,0_1
Itgae,0,1,1,0_1
Itgal,0,1,1,0_1
Itgam,0,1,1,0_1
Itgav,0,1,1,0_1
Itgax,0,1,1,0_1
Itgb1bp1,0,1,1,0_1
Itgb1bp2,0,1,1,0_1
Itgb1bp3,0,1,1,0_1
Itgb2,0,1,1,0_1
Itgb2l,0,1,1,0_1
Itgb3,0,1,1,0_1
Itgb3bp,0,1,1,0_1
Itgb4,0,1,1,0_1
Itgb5,0,1,1,0_1
Itgb6,0,1,1,0_1
Itgb7,0,1,1,0_1
Itgb8,0,1,1,0_1
Itgbl1,0,1,1,0_1
Itih1,0,1,1,0_1
Itih2,0,1,1,0_1
Itih3,0,1,1,0_1
Itih4,0,1,1,0_1
Itih5,0,1,1,0_1
Itk,0,1,1,0_1
Itln1,0,1,1,0_1
Itlnb,0,1,1,0_1
Itm2a,0,1,1,0_1
Itm2c,0,1,1,0_1
Itpa,0,1,1,0_1
Itpk1,0,1,1,0_1
Itpka,0,1,1,0_1
Itpkb,0,1,1,0_1
Itpr1,0,1,1,0_1
Itpr2,0,1,1,0_1
Itpr3,0,1,1,0_1
Itprip,0,1,1,0_1
Itpripl1,0,1,1,0_1
Itpripl2,0,1,1,0_1
Itsn1,0,1,1,0_1
Itsn2,0,1,1,0_1
Ivd,0,1,1,0_1
Ivl,0,1,1,0_1
Iws1,0,1,1,0_1
Iyd,0,1,1,0_1
Izumo1,0,1,1,0_1
Jag1,0,1,1,0_1
Jag2,0,1,1,0_1
Jagn1,0,1,1,0_1
Jak1,0,1,1,0_1
Jak2,0,1,1,0_1
Jak3,0,1,1,0_1
Jakmip2,0,1,1,0_1
Jakmip3,0,1,1,0_1
Jam2,0,1,1,0_1
Jam3,0,1,1,0_1
Jarid2,0,1,1,0_1
Jazf1,0,1,1,0_1
Jdp2,0,1,1,0_1
Jhdm1d,0,1,1,0_1
Jkamp,0,1,1,0_1
Jmjd5,0,1,1,0_1
Jmjd6,0,1,1,0_1
Jmjd7,0,1,1,0_1
Jmjd8,0,1,1,0_1
Jmy,0,1,1,0_1
Josd1,0,1,1,0_1
Josd2,0,1,1,0_1
Jph1,0,1,1,0_1
Jph2,0,1,1,0_1
Jph3,0,1,1,0_1
Jph4,0,1,1,0_1
Jrk,0,1,1,0_1
Jsrp1,0,1,1,0_1
Jub,0,1,1,0_1
Jun,0,1,1,0_1
Junb,0,1,1,0_1
Jund,0,1,1,0_1
Jup,0,1,1,0_1
Kalrn,0,1,1,0_1
Kank2,0,1,1,0_1
Kank3,0,1,1,0_1
Kank4,0,1,1,0_1
Kap,0,1,1,0_1
Kars,0,1,1,0_1
Kat2a,0,1,1,0_1
Kat2b,0,1,1,0_1
Katna1,0,1,1,0_1
Katnal1,0,1,1,0_1
Katnal2,0,1,1,0_1
Katnb1,0,1,1,0_1
Kbtbd10,0,1,1,0_1
Kbtbd11,0,1,1,0_1
Kbtbd12,0,1,1,0_1
Kbtbd13,0,1,1,0_1
Kbtbd2,0,1,1,0_1
Kbtbd3,0,1,1,0_1
Kbtbd4,0,1,1,0_1
Kbtbd5,0,1,1,0_1
Kbtbd7,0,1,1,0_1
Kbtbd8,0,1,1,0_1
Kcmf1,0,1,1,0_1
Kcna1,0,1,1,0_1
Kcna10,0,1,1,0_1
Kcna2,0,1,1,0_1
Kcna3,0,1,1,0_1
Kcna4,0,1,1,0_1
Kcna5,0,1,1,0_1
Kcna6,0,1,1,0_1
Kcna7,0,1,1,0_1
Kcnab1,0,1,1,0_1
Kcnab2,0,1,1,0_1
Kcnab3,0,1,1,0_1
Kcnb1,0,1,1,0_1
Kcnb2,0,1,1,0_1
Kcnc1,0,1,1,0_1
Kcnc2,0,1,1,0_1
Kcnc3,0,1,1,0_1
Kcnc4,0,1,1,0_1
Kcnd1,0,1,1,0_1
Kcnd2,0,1,1,0_1
Kcnd3,0,1,1,0_1
Kcne1,0,1,1,0_1
Kcne1l,0,1,1,0_1
Kcne2,0,1,1,0_1
Kcne3,0,1,1,0_1
Kcne4,0,1,1,0_1
Kcng1,0,1,1,0_1
Kcng3,0,1,1,0_1
Kcng4,0,1,1,0_1
Kcnh1,0,1,1,0_1
Kcnh2,0,1,1,0_1
Kcnh3,0,1,1,0_1
Kcnh4,0,1,1,0_1
Kcnh5,0,1,1,0_1
Kcnh6,0,1,1,0_1
Kcnh7,0,1,1,0_1
Kcnh8,0,1,1,0_1
Kcnip1,0,1,1,0_1
Kcnip2,0,1,1,0_1
Kcnip3,0,1,1,0_1
Kcnip4,0,1,1,0_1
Kcnj1,0,1,1,0_1
Kcnj10,0,1,1,0_1
Kcnj11,0,1,1,0_1
Kcnj12,0,1,1,0_1
Kcnj13,0,1,1,0_1
Kcnj14,0,1,1,0_1
Kcnj15,0,1,1,0_1
Kcnj16,0,1,1,0_1
Kcnj2,0,1,1,0_1
Kcnj3,0,1,1,0_1
Kcnj4,0,1,1,0_1
Kcnj5,0,1,1,0_1
Kcnj6,0,1,1,0_1
Kcnj8,0,1,1,0_1
Kcnj9,0,1,1,0_1
Kcnk1,0,1,1,0_1
Kcnk10,0,1,1,0_1
Kcnk13,0,1,1,0_1
Kcnk15,0,1,1,0_1
Kcnk16,0,1,1,0_1
Kcnk2,0,1,1,0_1
Kcnk3,0,1,1,0_1
Kcnk4,0,1,1,0_1
Kcnk5,0,1,1,0_1
Kcnk6,0,1,1,0_1
Kcnk7,0,1,1,0_1
Kcnk9,0,1,1,0_1
Kcnma1,0,1,1,0_1
Kcnmb1,0,1,1,0_1
Kcnmb2,0,1,1,0_1
Kcnmb4,0,1,1,0_1
Kcnn1,0,1,1,0_1
Kcnn2,0,1,1,0_1
Kcnn3,0,1,1,0_1
Kcnn4,0,1,1,0_1
Kcnq1,0,1,1,0_1
Kcnq2,0,1,1,0_1
Kcnq3,0,1,1,0_1
Kcnq4,0,1,1,0_1
Kcnq5,0,1,1,0_1
Kcnrg,0,1,1,0_1
Kcns1,0,1,1,0_1
Kcns3,0,1,1,0_1
Kcnt1,0,1,1,0_1
Kcnt2,0,1,1,0_1
Kcnu1,0,1,1,0_1
Kcnv1,0,1,1,0_1
Kcp,0,1,1,0_1
Kctd1,0,1,1,0_1
Kctd10,0,1,1,0_1
Kctd11,0,1,1,0_1
Kctd12b,0,1,1,0_1
Kctd13,0,1,1,0_1
Kctd14,0,1,1,0_1
Kctd15,0,1,1,0_1
Kctd16,0,1,1,0_1
Kctd17,0,1,1,0_1
Kctd18,0,1,1,0_1
Kctd20,0,1,1,0_1
Kctd21,0,1,1,0_1
Kctd3,0,1,1,0_1
Kctd4,0,1,1,0_1
Kctd5,0,1,1,0_1
Kctd7,0,1,1,0_1
Kctd8,0,1,1,0_1
Kctd9,0,1,1,0_1
Kdelc1,0,1,1,0_1
Kdelr1,0,1,1,0_1
Kdelr2,0,1,1,0_1
Kdelr3,0,1,1,0_1
Kdm1a,0,1,1,0_1
Kdm1b,0,1,1,0_1
Kdm2a,0,1,1,0_1
Kdm2b,0,1,1,0_1
Kdm3a,0,1,1,0_1
Kdm3b,0,1,1,0_1
Kdm4a,0,1,1,0_1
Kdm4b,0,1,1,0_1
Kdm4c,0,1,1,0_1
Kdm4d,0,1,1,0_1
Kdm5a,0,1,1,0_1
Kdm5b,0,1,1,0_1
Kdm5c,0,1,1,0_1
Kdm5d,0,1,1,0_1
Kdm6a,0,1,1,0_1
Kdm6b,0,1,1,0_1
Kdr,0,1,1,0_1
Kdsr,0,1,1,0_1
Keap1,0,1,1,0_1
Keg1,0,1,1,0_1
Kel,0,1,1,0_1
Kera,0,1,1,0_1
Khdc1b,0,1,1,0_1
Khdc1c,0,1,1,0_1
Khdrbs2,0,1,1,0_1
Khdrbs3,0,1,1,0_1
Khk,0,1,1,0_1
Khnyn,0,1,1,0_1
Khsrp,0,1,1,0_1
Kidins220,0,1,1,0_1
Kif11,0,1,1,0_1
Kif12,0,1,1,0_1
Kif13a,0,1,1,0_1
Kif13b,0,1,1,0_1
Kif14,0,1,1,0_1
Kif15,0,1,1,0_1
Kif16b,0,1,1,0_1
Kif17,0,1,1,0_1
Kif18a,0,1,1,0_1
Kif19a,0,1,1,0_1
Kif1a,0,1,1,0_1
Kif20a,0,1,1,0_1
Kif21a,0,1,1,0_1
Kif21b,0,1,1,0_1
Kif22,0,1,1,0_1
Kif23,0,1,1,0_1
Kif24,0,1,1,0_1
Kif26a,0,1,1,0_1
Kif26b,0,1,1,0_1
Kif27,0,1,1,0_1
Kif2a,0,1,1,0_1
Kif2b,0,1,1,0_1
Kif2c,0,1,1,0_1
Kif3a,0,1,1,0_1
Kif3b,0,1,1,0_1
Kif4,0,1,1,0_1
Kif5a,0,1,1,0_1
Kif5b,0,1,1,0_1
Kif5c,0,1,1,0_1
Kif6,0,1,1,0_1
Kif7,0,1,1,0_1
Kif9,0,1,1,0_1
Kifap3,0,1,1,0_1
Kifc1,0,1,1,0_1
Kifc2,0,1,1,0_1
Kifc3,0,1,1,0_1
Kin,0,1,1,0_1
Kirrel,0,1,1,0_1
Kirrel2,0,1,1,0_1
Kirrel3,0,1,1,0_1
Kiss1r,0,1,1,0_1
Kit,0,1,1,0_1
Kitl,0,1,1,0_1
Kl,0,1,1,0_1
Klb,0,1,1,0_1
Klc1,0,1,1,0_1
Klc2,0,1,1,0_1
Klc3,0,1,1,0_1
Klc4,0,1,1,0_1
Klf1,0,1,1,0_1
Klf10,0,1,1,0_1
Klf12,0,1,1,0_1
Klf13,0,1,1,0_1
Klf14,0,1,1,0_1
Klf15,0,1,1,0_1
Klf16,0,1,1,0_1
Klf17,0,1,1,0_1
Klf2,0,1,1,0_1
Klf3,0,1,1,0_1
Klf4,0,1,1,0_1
Klf5,0,1,1,0_1
Klf6,0,1,1,0_1
Klf7,0,1,1,0_1
Klf8,0,1,1,0_1
Klf9,0,1,1,0_1
Klhdc10,0,1,1,0_1
Klhdc2,0,1,1,0_1
Klhdc3,0,1,1,0_1
Klhdc4,0,1,1,0_1
Klhdc5,0,1,1,0_1
Klhdc7a,0,1,1,0_1
Klhdc7b,0,1,1,0_1
Klhdc8a,0,1,1,0_1
Klhdc8b,0,1,1,0_1
Klhdc9,0,1,1,0_1
Klhl1,0,1,1,0_1
Klhl10,0,1,1,0_1
Klhl11,0,1,1,0_1
Klhl12,0,1,1,0_1
Klhl13,0,1,1,0_1
Klhl14,0,1,1,0_1
Klhl20,0,1,1,0_1
Klhl21,0,1,1,0_1
Klhl22,0,1,1,0_1
Klhl24,0,1,1,0_1
Klhl25,0,1,1,0_1
Klhl28,0,1,1,0_1
Klhl29,0,1,1,0_1
Klhl30,0,1,1,0_1
Klhl31,0,1,1,0_1
Klhl32,0,1,1,0_1
Klhl34,0,1,1,0_1
Klhl35,0,1,1,0_1
Klhl36,0,1,1,0_1
Klhl4,0,1,1,0_1
Klhl5,0,1,1,0_1
Klhl7,0,1,1,0_1
Klhl9,0,1,1,0_1
Klk1,0,1,1,0_1
Klk10,0,1,1,0_1
Klk11,0,1,1,0_1
Klk12,0,1,1,0_1
Klk13,0,1,1,0_1
Klk14,0,1,1,0_1
Klk15,0,1,1,0_1
Klk1b1,0,1,1,0_1
Klk1b11,0,1,1,0_1
Klk1b16,0,1,1,0_1
Klk1b21,0,1,1,0_1
Klk1b22,0,1,1,0_1
Klk1b24,0,1,1,0_1
Klk1b26,0,1,1,0_1
Klk1b27,0,1,1,0_1
Klk1b3,0,1,1,0_1
Klk1b4,0,1,1,0_1
Klk1b5,0,1,1,0_1
Klk1b8,0,1,1,0_1
Klk1b9,0,1,1,0_1
Klk4,0,1,1,0_1
Klk5,0,1,1,0_1
Klk6,0,1,1,0_1
Klk7,0,1,1,0_1
Klk8,0,1,1,0_1
Klk9,0,1,1,0_1
Klkb1,0,1,1,0_1
Klra1,0,1,1,0_1
Klra10,0,1,1,0_1
Klra12,0,1,1,0_1
Klra15,0,1,1,0_1
Klra16,0,1,1,0_1
Klra17,0,1,1,0_1
Klra19,0,1,1,0_1
Klra2,0,1,1,0_1
Klra22,0,1,1,0_1
Klra23,0,1,1,0_1
Klra33,0,1,1,0_1
Klra4,0,1,1,0_1
Klra5,0,1,1,0_1
Klra6,0,1,1,0_1
Klra7,0,1,1,0_1
Klra8,0,1,1,0_1
Klra9,0,1,1,0_1
Klraq1,0,1,1,0_1
Klrb1a,0,1,1,0_1
Klrb1b,0,1,1,0_1
Klrb1c,0,1,1,0_1
Klrb1f,0,1,1,0_1
Klrc1,0,1,1,0_1
Klrc3,0,1,1,0_1
Klrd1,0,1,1,0_1
Klre1,0,1,1,0_1
Klrg1,0,1,1,0_1
Klrg2,0,1,1,0_1
Klri1,0,1,1,0_1
Klri2,0,1,1,0_1
Klrk1,0,1,1,0_1
Kmo,0,1,1,0_1
Kncn,0,1,1,0_1
Kndc1,0,1,1,0_1
Kng1,0,1,1,0_1
Kpna1,0,1,1,0_1
Kpna3,0,1,1,0_1
Kpna4,0,1,1,0_1
Kpna6,0,1,1,0_1
Kpna7,0,1,1,0_1
Kpnb1,0,1,1,0_1
Kprp,0,1,1,0_1
Kptn,0,1,1,0_1
Kras,0,1,1,0_1
Krba1,0,1,1,0_1
Krcc1,0,1,1,0_1
Kremen1,0,1,1,0_1
Kremen2,0,1,1,0_1
Kri1,0,1,1,0_1
Krit1,0,1,1,0_1
Krt1,0,1,1,0_1
Krt10,0,1,1,0_1
Krt12,0,1,1,0_1
Krt13,0,1,1,0_1
Krt14,0,1,1,0_1
Krt15,0,1,1,0_1
Krt16,0,1,1,0_1
Krt17,0,1,1,0_1
Krt18,0,1,1,0_1
Krt19,0,1,1,0_1
Krt2,0,1,1,0_1
Krt20,0,1,1,0_1
Krt222,0,1,1,0_1
Krt23,0,1,1,0_1
Krt24,0,1,1,0_1
Krt25,0,1,1,0_1
Krt26,0,1,1,0_1
Krt27,0,1,1,0_1
Krt28,0,1,1,0_1
Krt31,0,1,1,0_1
Krt32,0,1,1,0_1
Krt33a,0,1,1,0_1
Krt33b,0,1,1,0_1
Krt34,0,1,1,0_1
Krt35,0,1,1,0_1
Krt36,0,1,1,0_1
Krt4,0,1,1,0_1
Krt40,0,1,1,0_1
Krt5,0,1,1,0_1
Krt6a,0,1,1,0_1
Krt6b,0,1,1,0_1
Krt7,0,1,1,0_1
Krt71,0,1,1,0_1
Krt75,0,1,1,0_1
Krt76,0,1,1,0_1
Krt77,0,1,1,0_1
Krt79,0,1,1,0_1
Krt8,0,1,1,0_1
Krt80,0,1,1,0_1
Krt81,0,1,1,0_1
Krt82,0,1,1,0_1
Krt83,0,1,1,0_1
Krt84,0,1,1,0_1
Krt85,0,1,1,0_1
Krt86,0,1,1,0_1
Krtap1-3,0,1,1,0_1
Krtap1-4,0,1,1,0_1
Krtap1-5,0,1,1,0_1
Krtap10-10,0,1,1,0_1
Krtap10-4,0,1,1,0_1
Krtap11-1,0,1,1,0_1
Krtap12-1,0,1,1,0_1
Krtap13,0,1,1,0_1
Krtap14,0,1,1,0_1
Krtap15,0,1,1,0_1
Krtap16-1,0,1,1,0_1
Krtap16-4,0,1,1,0_1
Krtap16-5,0,1,1,0_1
Krtap16-7,0,1,1,0_1
Krtap16-8,0,1,1,0_1
Krtap16-9,0,1,1,0_1
Krtap17-1,0,1,1,0_1
Krtap2-4,0,1,1,0_1
Krtap20-2,0,1,1,0_1
Krtap24-1,0,1,1,0_1
Krtap26-1,0,1,1,0_1
Krtap3-1,0,1,1,0_1
Krtap3-2,0,1,1,0_1
Krtap3-3,0,1,1,0_1
Krtap31-1,0,1,1,0_1
Krtap31-2,0,1,1,0_1
Krtap4-1,0,1,1,0_1
Krtap4-16,0,1,1,0_1
Krtap4-2,0,1,1,0_1
Krtap4-6,0,1,1,0_1
Krtap4-7,0,1,1,0_1
Krtap4-8,0,1,1,0_1
Krtap4-9,0,1,1,0_1
Krtap5-1,0,1,1,0_1
Krtap5-2,0,1,1,0_1
Krtap5-3,0,1,1,0_1
Krtap5-4,0,1,1,0_1
Krtap5-5,0,1,1,0_1
Krtap6-1,0,1,1,0_1
Krtap6-2,0,1,1,0_1
Krtap7-1,0,1,1,0_1
Krtap8-1,0,1,1,0_1
Krtap8-2,0,1,1,0_1
Krtap9-1,0,1,1,0_1
Krtap9-3,0,1,1,0_1
Krtap9-5,0,1,1,0_1
Krtcap2,0,1,1,0_1
Krtcap3,0,1,1,0_1
Krtdap,0,1,1,0_1
Ksr1,0,1,1,0_1
Ksr2,0,1,1,0_1
Ktelc1,0,1,1,0_1
Kti12,0,1,1,0_1
Ktn1,0,1,1,0_1
Ky,0,1,1,0_1
Kynu,0,1,1,0_1
L1cam,0,1,1,0_1
L1td1,0,1,1,0_1
L2hgdh,0,1,1,0_1
L3mbtl,0,1,1,0_1
L3mbtl2,0,1,1,0_1
L3mbtl3,0,1,1,0_1
L3mbtl4,0,1,1,0_1
l7Rn6,0,1,1,0_1
Lace1,0,1,1,0_1
Lactb,0,1,1,0_1
Lactb2,0,1,1,0_1
Lad1,0,1,1,0_1
Lag3,0,1,1,0_1
Lage3,0,1,1,0_1
Lair1,0,1,1,0_1
Lalba,0,1,1,0_1
Lama1,0,1,1,0_1
Lama2,0,1,1,0_1
Lama3,0,1,1,0_1
Lama4,0,1,1,0_1
Lama5,0,1,1,0_1
Lamb1-1,0,1,1,0_1
Lamb2,0,1,1,0_1
Lamb3,0,1,1,0_1
Lamc1,0,1,1,0_1
Lamc2,0,1,1,0_1
Lamc3,0,1,1,0_1
Lamp1,0,1,1,0_1
Lamp3,0,1,1,0_1
Lancl2,0,1,1,0_1
Lancl3,0,1,1,0_1
Lao1,0,1,1,0_1
Lap3,0,1,1,0_1
Laptm4a,0,1,1,0_1
Laptm4b,0,1,1,0_1
Laptm5,0,1,1,0_1
Large,0,1,1,0_1
Larp1,0,1,1,0_1
Larp1b,0,1,1,0_1
Larp4,0,1,1,0_1
Larp4b,0,1,1,0_1
Larp6,0,1,1,0_1
Larp7,0,1,1,0_1
Lars2,0,1,1,0_1
Las1l,0,1,1,0_1
Lasp1,0,1,1,0_1
Lass2,0,1,1,0_1
Lass3,0,1,1,0_1
Lass4,0,1,1,0_1
Lass5,0,1,1,0_1
Lass6,0,1,1,0_1
Lat,0,1,1,0_1
Lat2,0,1,1,0_1
Lats1,0,1,1,0_1
Lats2,0,1,1,0_1
Lax1,0,1,1,0_1
Layn,0,1,1,0_1
Lbh,0,1,1,0_1
Lbp,0,1,1,0_1
Lbr,0,1,1,0_1
Lbx1,0,1,1,0_1
Lbx2,0,1,1,0_1
Lbxcor1,0,1,1,0_1
Lca5,0,1,1,0_1
Lca5l,0,1,1,0_1
Lcat,0,1,1,0_1
Lce1a1,0,1,1,0_1
Lce1a2,0,1,1,0_1
Lce1b,0,1,1,0_1
Lce1c,0,1,1,0_1
Lce1d,0,1,1,0_1
Lce1e,0,1,1,0_1
Lce1f,0,1,1,0_1
Lce1g,0,1,1,0_1
Lce1h,0,1,1,0_1
Lce1i,0,1,1,0_1
Lce1l,0,1,1,0_1
Lce1m,0,1,1,0_1
Lce3a,0,1,1,0_1
Lce3b,0,1,1,0_1
Lce3c,0,1,1,0_1
Lce3f,0,1,1,0_1
Lck,0,1,1,0_1
Lclat1,0,1,1,0_1
Lcmt1,0,1,1,0_1
Lcn11,0,1,1,0_1
Lcn12,0,1,1,0_1
Lcn13,0,1,1,0_1
Lcn14,0,1,1,0_1
Lcn2,0,1,1,0_1
Lcn3,0,1,1,0_1
Lcn4,0,1,1,0_1
Lcn5,0,1,1,0_1
Lcn8,0,1,1,0_1
Lcn9,0,1,1,0_1
Lcor,0,1,1,0_1
Lcorl,0,1,1,0_1
Lcp1,0,1,1,0_1
Lcp2,0,1,1,0_1
Lct,0,1,1,0_1
Lctl,0,1,1,0_1
Ldb1,0,1,1,0_1
Ldb2,0,1,1,0_1
Ldb3,0,1,1,0_1
Ldha,0,1,1,0_1
Ldhal6b,0,1,1,0_1
Ldhb,0,1,1,0_1
Ldhc,0,1,1,0_1
Ldhd,0,1,1,0_1
Ldlr,0,1,1,0_1
Ldlrad1,0,1,1,0_1
Ldlrad2,0,1,1,0_1
Ldlrap1,0,1,1,0_1
Ldoc1,0,1,1,0_1
Leap2,0,1,1,0_1
Lect1,0,1,1,0_1
Lect2,0,1,1,0_1
Lef1,0,1,1,0_1
Lefty1,0,1,1,0_1
Lefty2,0,1,1,0_1
Lekr1,0,1,1,0_1
Lelp1,0,1,1,0_1
Lemd2,0,1,1,0_1
Lemd3,0,1,1,0_1
Lenep,0,1,1,0_1
Leng1,0,1,1,0_1
Leng8,0,1,1,0_1
Leng9,0,1,1,0_1
Leo1,0,1,1,0_1
Lep,0,1,1,0_1
Lepr,0,1,1,0_1
Lepre1,0,1,1,0_1
Leprel1,0,1,1,0_1
Leprel2,0,1,1,0_1
Leprot,0,1,1,0_1
Leprotl1,0,1,1,0_1
Letm1,0,1,1,0_1
Letm2,0,1,1,0_1
Letmd1,0,1,1,0_1
Lfng,0,1,1,0_1
Lgals1,0,1,1,0_1
Lgals12,0,1,1,0_1
Lgals2,0,1,1,0_1
Lgals3,0,1,1,0_1
Lgals3bp,0,1,1,0_1
Lgals4,0,1,1,0_1
Lgals6,0,1,1,0_1
Lgals7,0,1,1,0_1
Lgals8,0,1,1,0_1
Lgals9,0,1,1,0_1
Lgi1,0,1,1,0_1
Lgi2,0,1,1,0_1
Lgi3,0,1,1,0_1
Lgi4,0,1,1,0_1
Lgmn,0,1,1,0_1
Lgr4,0,1,1,0_1
Lgr5,0,1,1,0_1
Lgr6,0,1,1,0_1
Lgsn,0,1,1,0_1
Lgtn,0,1,1,0_1
Lhb,0,1,1,0_1
Lhcgr,0,1,1,0_1
Lhfp,0,1,1,0_1
Lhfpl2,0,1,1,0_1
Lhfpl3,0,1,1,0_1
Lhfpl5,0,1,1,0_1
Lhpp,0,1,1,0_1
Lhx1,0,1,1,0_1
Lhx2,0,1,1,0_1
Lhx3,0,1,1,0_1
Lhx4,0,1,1,0_1
