,dataset_44528.dat,dataset_44529.dat,sum,pat
Lhx5,0,1,1,0_1
Lhx6,0,1,1,0_1
Lhx8,0,1,1,0_1
Lhx9,0,1,1,0_1
Lias,0,1,1,0_1
Lif,0,1,1,0_1
Lifr,0,1,1,0_1
Lig1,0,1,1,0_1
Lig4,0,1,1,0_1
Lilra5,0,1,1,0_1
Lilra6,0,1,1,0_1
Lilrb3,0,1,1,0_1
Lilrb4,0,1,1,0_1
Lima1,0,1,1,0_1
Limch1,0,1,1,0_1
Limd1,0,1,1,0_1
Limd2,0,1,1,0_1
Lime1,0,1,1,0_1
Limk1,0,1,1,0_1
Limk2,0,1,1,0_1
Lims1,0,1,1,0_1
Lims2,0,1,1,0_1
Lin28a,0,1,1,0_1
Lin28b,0,1,1,0_1
Lin37,0,1,1,0_1
Lin52,0,1,1,0_1
Lin54,0,1,1,0_1
Lin7a,0,1,1,0_1
Lin7c,0,1,1,0_1
Lin9,0,1,1,0_1
Lingo2,0,1,1,0_1
Lingo3,0,1,1,0_1
Lingo4,0,1,1,0_1
Lins2,0,1,1,0_1
Lipa,0,1,1,0_1
Lipc,0,1,1,0_1
Lipe,0,1,1,0_1
Lipf,0,1,1,0_1
Lipg,0,1,1,0_1
Liph,0,1,1,0_1
Lipi,0,1,1,0_1
Lipk,0,1,1,0_1
Lipm,0,1,1,0_1
Lipn,0,1,1,0_1
Lipt1,0,1,1,0_1
Litaf,0,1,1,0_1
Lix1,0,1,1,0_1
Lix1l,0,1,1,0_1
Llgl1,0,1,1,0_1
Llgl2,0,1,1,0_1
Llph,0,1,1,0_1
Lman1,0,1,1,0_1
Lman2,0,1,1,0_1
Lman2l,0,1,1,0_1
Lmbr1,0,1,1,0_1
Lmbr1l,0,1,1,0_1
Lmbrd1,0,1,1,0_1
Lmbrd2,0,1,1,0_1
Lmcd1,0,1,1,0_1
Lmf1,0,1,1,0_1
Lmln,0,1,1,0_1
Lmnb2,0,1,1,0_1
Lmo1,0,1,1,0_1
Lmo2,0,1,1,0_1
Lmo4,0,1,1,0_1
Lmod1,0,1,1,0_1
Lmod2,0,1,1,0_1
Lmod3,0,1,1,0_1
Lmtk2,0,1,1,0_1
Lmtk3,0,1,1,0_1
Lmx1a,0,1,1,0_1
Lmx1b,0,1,1,0_1
Lnp,0,1,1,0_1
Lnpep,0,1,1,0_1
Lnx1,0,1,1,0_1
Lnx2,0,1,1,0_1
LOC100038947,0,1,1,0_1
LOC100039753,0,1,1,0_1
LOC100039801,0,1,1,0_1
LOC100041223,0,1,1,0_1
LOC100041256,0,1,1,0_1
LOC100044193,0,1,1,0_1
LOC100045026,0,1,1,0_1
LOC100048775,0,1,1,0_1
LOC100048885,0,1,1,0_1
LOC100189605,0,1,1,0_1
LOC100233175,0,1,1,0_1
LOC100233207,0,1,1,0_1
LOC380994,0,1,1,0_1
LOC547349,0,1,1,0_1
LOC625360,0,1,1,0_1
LOC639910,0,1,1,0_1
LOC664987,0,1,1,0_1
Loh12cr1,0,1,1,0_1
Lonp1,0,1,1,0_1
Lonp2,0,1,1,0_1
Lonrf1,0,1,1,0_1
Lonrf2,0,1,1,0_1
Lonrf3,0,1,1,0_1
Lor,0,1,1,0_1
Lox,0,1,1,0_1
Loxhd1,0,1,1,0_1
Loxl1,0,1,1,0_1
Loxl2,0,1,1,0_1
Loxl3,0,1,1,0_1
Loxl4,0,1,1,0_1
Lpar1,0,1,1,0_1
Lpar2,0,1,1,0_1
Lpar3,0,1,1,0_1
Lpar4,0,1,1,0_1
Lpar5,0,1,1,0_1
Lpar6,0,1,1,0_1
Lpcat1,0,1,1,0_1
Lpcat2,0,1,1,0_1
Lpcat2b,0,1,1,0_1
Lpcat3,0,1,1,0_1
Lpgat1,0,1,1,0_1
Lphn2,0,1,1,0_1
Lpin1,0,1,1,0_1
Lpin2,0,1,1,0_1
Lpin3,0,1,1,0_1
Lpl,0,1,1,0_1
Lpo,0,1,1,0_1
Lpxn,0,1,1,0_1
Lrat,0,1,1,0_1
Lrba,0,1,1,0_1
Lrch1,0,1,1,0_1
Lrch2,0,1,1,0_1
Lrch3,0,1,1,0_1
Lrch4,0,1,1,0_1
Lrdd,0,1,1,0_1
Lrfn1,0,1,1,0_1
Lrfn2,0,1,1,0_1
Lrfn3,0,1,1,0_1
Lrfn4,0,1,1,0_1
Lrg1,0,1,1,0_1
Lrguk,0,1,1,0_1
Lrig1,0,1,1,0_1
Lrig2,0,1,1,0_1
Lrig3,0,1,1,0_1
Lrit1,0,1,1,0_1
Lrit2,0,1,1,0_1
Lrmp,0,1,1,0_1
Lrp1,0,1,1,0_1
Lrp10,0,1,1,0_1
Lrp11,0,1,1,0_1
Lrp12,0,1,1,0_1
Lrp1b,0,1,1,0_1
Lrp2,0,1,1,0_1
Lrp2bp,0,1,1,0_1
Lrp3,0,1,1,0_1
Lrp4,0,1,1,0_1
Lrp5,0,1,1,0_1
Lrp6,0,1,1,0_1
Lrp8,0,1,1,0_1
Lrpap1,0,1,1,0_1
Lrpprc,0,1,1,0_1
Lrrc1,0,1,1,0_1
Lrrc10,0,1,1,0_1
Lrrc10b,0,1,1,0_1
Lrrc14,0,1,1,0_1
Lrrc14b,0,1,1,0_1
Lrrc15,0,1,1,0_1
Lrrc16a,0,1,1,0_1
Lrrc16b,0,1,1,0_1
Lrrc17,0,1,1,0_1
Lrrc18,0,1,1,0_1
Lrrc19,0,1,1,0_1
Lrrc2,0,1,1,0_1
Lrrc20,0,1,1,0_1
Lrrc23,0,1,1,0_1
Lrrc25,0,1,1,0_1
Lrrc26,0,1,1,0_1
Lrrc27,0,1,1,0_1
Lrrc28,0,1,1,0_1
Lrrc29,0,1,1,0_1
Lrrc3,0,1,1,0_1
Lrrc30,0,1,1,0_1
Lrrc32,0,1,1,0_1
Lrrc33,0,1,1,0_1
Lrrc34,0,1,1,0_1
Lrrc36,0,1,1,0_1
Lrrc38,0,1,1,0_1
Lrrc39,0,1,1,0_1
Lrrc3b,0,1,1,0_1
Lrrc4,0,1,1,0_1
Lrrc40,0,1,1,0_1
Lrrc41,0,1,1,0_1
Lrrc42,0,1,1,0_1
Lrrc43,0,1,1,0_1
Lrrc45,0,1,1,0_1
Lrrc46,0,1,1,0_1
Lrrc48,0,1,1,0_1
Lrrc49,0,1,1,0_1
Lrrc50,0,1,1,0_1
Lrrc51,0,1,1,0_1
Lrrc52,0,1,1,0_1
Lrrc55,0,1,1,0_1
Lrrc56,0,1,1,0_1
Lrrc57,0,1,1,0_1
Lrrc58,0,1,1,0_1
Lrrc59,0,1,1,0_1
Lrrc6,0,1,1,0_1
Lrrc63,0,1,1,0_1
Lrrc66,0,1,1,0_1
Lrrc67,0,1,1,0_1
Lrrc69,0,1,1,0_1
Lrrc7,0,1,1,0_1
Lrrc8b,0,1,1,0_1
Lrrc8c,0,1,1,0_1
Lrrc8e,0,1,1,0_1
Lrrc9,0,1,1,0_1
Lrrcc1,0,1,1,0_1
Lrrfip1,0,1,1,0_1
Lrrfip2,0,1,1,0_1
Lrriq1,0,1,1,0_1
Lrriq3,0,1,1,0_1
Lrriq4,0,1,1,0_1
Lrrk1,0,1,1,0_1
Lrrk2,0,1,1,0_1
Lrrn1,0,1,1,0_1
Lrrn2,0,1,1,0_1
Lrrn3,0,1,1,0_1
Lrrn4,0,1,1,0_1
Lrrn4cl,0,1,1,0_1
Lrrtm1,0,1,1,0_1
Lrtm1,0,1,1,0_1
Lrtm2,0,1,1,0_1
Lrwd1,0,1,1,0_1
Lsamp,0,1,1,0_1
Lsm1,0,1,1,0_1
Lsm10,0,1,1,0_1
Lsm11,0,1,1,0_1
Lsm14a,0,1,1,0_1
Lsm2,0,1,1,0_1
Lsm3,0,1,1,0_1
Lsm4,0,1,1,0_1
Lsm5,0,1,1,0_1
Lsm6,0,1,1,0_1
Lsm7,0,1,1,0_1
Lsmd1,0,1,1,0_1
Lsp1,0,1,1,0_1
Lsr,0,1,1,0_1
Lss,0,1,1,0_1
Lst1,0,1,1,0_1
Lta,0,1,1,0_1
Lta4h,0,1,1,0_1
Ltb,0,1,1,0_1
Ltb4r1,0,1,1,0_1
Ltb4r2,0,1,1,0_1
Ltbp1,0,1,1,0_1
Ltbp2,0,1,1,0_1
Ltbp3,0,1,1,0_1
Ltbp4,0,1,1,0_1
Ltbr,0,1,1,0_1
Ltc4s,0,1,1,0_1
Ltf,0,1,1,0_1
Luc7l,0,1,1,0_1
Luc7l2,0,1,1,0_1
Luc7l3,0,1,1,0_1
Lum,0,1,1,0_1
Luzp1,0,1,1,0_1
Luzp4,0,1,1,0_1
Lxn,0,1,1,0_1
Ly6a,0,1,1,0_1
Ly6c1,0,1,1,0_1
Ly6d,0,1,1,0_1
Ly6e,0,1,1,0_1
Ly6f,0,1,1,0_1
Ly6g5b,0,1,1,0_1
Ly6g5c,0,1,1,0_1
Ly6g6c,0,1,1,0_1
Ly6g6d,0,1,1,0_1
Ly6g6e,0,1,1,0_1
Ly6g6f,0,1,1,0_1
Ly6h,0,1,1,0_1
Ly6i,0,1,1,0_1
Ly6k,0,1,1,0_1
Ly75,0,1,1,0_1
Ly86,0,1,1,0_1
Ly9,0,1,1,0_1
Ly96,0,1,1,0_1
Lyg1,0,1,1,0_1
Lyg2,0,1,1,0_1
Lyl1,0,1,1,0_1
Lyn,0,1,1,0_1
Lynx1,0,1,1,0_1
Lypd1,0,1,1,0_1
Lypd2,0,1,1,0_1
Lypd3,0,1,1,0_1
Lypd5,0,1,1,0_1
Lypd6,0,1,1,0_1
Lypd6b,0,1,1,0_1
Lypla1,0,1,1,0_1
Lypla2,0,1,1,0_1
Lyplal1,0,1,1,0_1
Lyrm1,0,1,1,0_1
Lyrm2,0,1,1,0_1
Lyrm5,0,1,1,0_1
Lyrm7,0,1,1,0_1
Lysmd1,0,1,1,0_1
Lysmd2,0,1,1,0_1
Lysmd3,0,1,1,0_1
Lysmd4,0,1,1,0_1
Lyst,0,1,1,0_1
Lyve1,0,1,1,0_1
Lyz1,0,1,1,0_1
Lyz2,0,1,1,0_1
Lyzl1,0,1,1,0_1
Lyzl4,0,1,1,0_1
Lyzl6,0,1,1,0_1
Lztfl1,0,1,1,0_1
Lztr1,0,1,1,0_1
Lzts2,0,1,1,0_1
M6pr,0,1,1,0_1
Mab21l1,0,1,1,0_1
Mab21l2,0,1,1,0_1
Macc1,0,1,1,0_1
Macf1,0,1,1,0_1
Macrod1,0,1,1,0_1
Macrod2,0,1,1,0_1
Mad1l1,0,1,1,0_1
Mad2l1bp,0,1,1,0_1
Mad2l2,0,1,1,0_1
Madcam1,0,1,1,0_1
Madd,0,1,1,0_1
Maea,0,1,1,0_1
Mael,0,1,1,0_1
Maf1,0,1,1,0_1
Mafb,0,1,1,0_1
Maff,0,1,1,0_1
Mafg,0,1,1,0_1
Mafk,0,1,1,0_1
Mag,0,1,1,0_1
Magea1,0,1,1,0_1
Magea10,0,1,1,0_1
Magea3,0,1,1,0_1
Magea4,0,1,1,0_1
Magea5,0,1,1,0_1
Magea6,0,1,1,0_1
Magea8,0,1,1,0_1
Mageb1,0,1,1,0_1
Mageb16,0,1,1,0_1
Mageb18,0,1,1,0_1
Mageb3,0,1,1,0_1
Mageb4,0,1,1,0_1
Mageb5,0,1,1,0_1
Maged1,0,1,1,0_1
Maged2,0,1,1,0_1
Magee1,0,1,1,0_1
Magee2,0,1,1,0_1
Mageh1,0,1,1,0_1
Magel2,0,1,1,0_1
Magi1,0,1,1,0_1
Magi2,0,1,1,0_1
Magi3,0,1,1,0_1
Magix,0,1,1,0_1
Magmas,0,1,1,0_1
Magoh,0,1,1,0_1
Magohb,0,1,1,0_1
Magt1,0,1,1,0_1
Mak,0,1,1,0_1
Mak16,0,1,1,0_1
Mal,0,1,1,0_1
Mall,0,1,1,0_1
Malt1,0,1,1,0_1
Mamdc2,0,1,1,0_1
Mamdc4,0,1,1,0_1
Maml1,0,1,1,0_1
Maml2,0,1,1,0_1
Maml3,0,1,1,0_1
Mamld1,0,1,1,0_1
Mamstr,0,1,1,0_1
Man1a,0,1,1,0_1
Man1a2,0,1,1,0_1
Man1b1,0,1,1,0_1
Man2a1,0,1,1,0_1
Man2a2,0,1,1,0_1
Man2b2,0,1,1,0_1
Man2c1,0,1,1,0_1
Manba,0,1,1,0_1
Manbal,0,1,1,0_1
Manea,0,1,1,0_1
Maneal,0,1,1,0_1
Manf,0,1,1,0_1
Mansc1,0,1,1,0_1
Maoa,0,1,1,0_1
Maob,0,1,1,0_1
Map1lc3a,0,1,1,0_1
Map1lc3b,0,1,1,0_1
Map2k1,0,1,1,0_1
Map2k2,0,1,1,0_1
Map2k3,0,1,1,0_1
Map2k4,0,1,1,0_1
Map2k5,0,1,1,0_1
Map2k6,0,1,1,0_1
Map2k7,0,1,1,0_1
Map3k1,0,1,1,0_1
Map3k10,0,1,1,0_1
Map3k12,0,1,1,0_1
Map3k13,0,1,1,0_1
Map3k14,0,1,1,0_1
Map3k15,0,1,1,0_1
Map3k2,0,1,1,0_1
Map3k3,0,1,1,0_1
Map3k4,0,1,1,0_1
Map3k5,0,1,1,0_1
Map3k6,0,1,1,0_1
Map3k7,0,1,1,0_1
Map3k8,0,1,1,0_1
Map3k9,0,1,1,0_1
Map4k1,0,1,1,0_1
Map4k2,0,1,1,0_1
Map4k3,0,1,1,0_1
Map4k4,0,1,1,0_1
Mapk1,0,1,1,0_1
Mapk10,0,1,1,0_1
Mapk11,0,1,1,0_1
Mapk12,0,1,1,0_1
Mapk13,0,1,1,0_1
Mapk14,0,1,1,0_1
Mapk1ip1,0,1,1,0_1
Mapk3,0,1,1,0_1
Mapk4,0,1,1,0_1
Mapk6,0,1,1,0_1
Mapk7,0,1,1,0_1
Mapk8,0,1,1,0_1
Mapk8ip1,0,1,1,0_1
Mapk8ip2,0,1,1,0_1
Mapk8ip3,0,1,1,0_1
Mapk9,0,1,1,0_1
Mapkap1,0,1,1,0_1
Mapkapk2,0,1,1,0_1
Mapkapk5,0,1,1,0_1
Mapkbp1,0,1,1,0_1
Mapksp1,0,1,1,0_1
Mapre1,0,1,1,0_1
Mapre2,0,1,1,0_1
Mapre3,0,1,1,0_1
Mapt,0,1,1,0_1
Marcks,0,1,1,0_1
Marcksl1,0,1,1,0_1
Marco,0,1,1,0_1
Mark1,0,1,1,0_1
Mark2,0,1,1,0_1
Mark3,0,1,1,0_1
Mark4,0,1,1,0_1
Mars,0,1,1,0_1
Mars2,0,1,1,0_1
Marveld2,0,1,1,0_1
Marveld3,0,1,1,0_1
Mas1,0,1,1,0_1
Masp1,0,1,1,0_1
Masp2,0,1,1,0_1
Mast1,0,1,1,0_1
Mast2,0,1,1,0_1
Mast4,0,1,1,0_1
Mastl,0,1,1,0_1
Mat1a,0,1,1,0_1
Mat2a,0,1,1,0_1
Matk,0,1,1,0_1
Matn1,0,1,1,0_1
Matn2,0,1,1,0_1
Matn3,0,1,1,0_1
Matn4,0,1,1,0_1
Matr3,0,1,1,0_1
Mavs,0,1,1,0_1
Max,0,1,1,0_1
Maz,0,1,1,0_1
Mb,0,1,1,0_1
Mbd1,0,1,1,0_1
Mbd2,0,1,1,0_1
Mbd3,0,1,1,0_1
Mbd3l1,0,1,1,0_1
Mbd3l2,0,1,1,0_1
Mbd4,0,1,1,0_1
Mbd5,0,1,1,0_1
Mbd6,0,1,1,0_1
Mbip,0,1,1,0_1
Mbl1,0,1,1,0_1
Mbl2,0,1,1,0_1
Mblac2,0,1,1,0_1
Mbnl1,0,1,1,0_1
Mbnl2,0,1,1,0_1
Mbnl3,0,1,1,0_1
Mboat1,0,1,1,0_1
Mboat2,0,1,1,0_1
Mboat4,0,1,1,0_1
Mboat7,0,1,1,0_1
Mbp,0,1,1,0_1
Mbtd1,0,1,1,0_1
Mbtps1,0,1,1,0_1
Mbtps2,0,1,1,0_1
Mc1r,0,1,1,0_1
Mc2r,0,1,1,0_1
Mc3r,0,1,1,0_1
Mc4r,0,1,1,0_1
Mc5r,0,1,1,0_1
Mcam,0,1,1,0_1
Mcart1,0,1,1,0_1
Mcart6,0,1,1,0_1
Mcat,0,1,1,0_1
Mcc,0,1,1,0_1
Mccc1,0,1,1,0_1
Mccc2,0,1,1,0_1
Mcee,0,1,1,0_1
Mcf2,0,1,1,0_1
Mcf2l,0,1,1,0_1
Mcfd2,0,1,1,0_1
Mchr1,0,1,1,0_1
Mcl1,0,1,1,0_1
Mcm10,0,1,1,0_1
Mcm3ap,0,1,1,0_1
Mcm5,0,1,1,0_1
Mcm7,0,1,1,0_1
Mcm8,0,1,1,0_1
Mcm9,0,1,1,0_1
Mcoln1,0,1,1,0_1
Mcoln2,0,1,1,0_1
Mcoln3,0,1,1,0_1
Mcph1,0,1,1,0_1
Mcpt1,0,1,1,0_1
Mcpt2,0,1,1,0_1
Mcpt4,0,1,1,0_1
Mcpt8,0,1,1,0_1
Mcpt9,0,1,1,0_1
Mcrs1,0,1,1,0_1
Mctp1,0,1,1,0_1
Mctp2,0,1,1,0_1
Mcts1,0,1,1,0_1
Mcts2,0,1,1,0_1
Mdc1,0,1,1,0_1
Mdfi,0,1,1,0_1
Mdfic,0,1,1,0_1
Mdga1,0,1,1,0_1
Mdh1,0,1,1,0_1
Mdh1b,0,1,1,0_1
Mdh2,0,1,1,0_1
Mdk,0,1,1,0_1
Mdm1,0,1,1,0_1
Mdm2,0,1,1,0_1
Mdm4,0,1,1,0_1
Mdn1,0,1,1,0_1
Mdp1,0,1,1,0_1
Me1,0,1,1,0_1
Me2,0,1,1,0_1
Mea1,0,1,1,0_1
Meaf6,0,1,1,0_1
Mecom,0,1,1,0_1
Mecp2,0,1,1,0_1
Mecr,0,1,1,0_1
Med1,0,1,1,0_1
Med10,0,1,1,0_1
Med11,0,1,1,0_1
Med12,0,1,1,0_1
Med13,0,1,1,0_1
Med13l,0,1,1,0_1
Med14,0,1,1,0_1
Med15,0,1,1,0_1
Med17,0,1,1,0_1
Med18,0,1,1,0_1
Med20,0,1,1,0_1
Med21,0,1,1,0_1
Med22,0,1,1,0_1
Med23,0,1,1,0_1
Med24,0,1,1,0_1
Med25,0,1,1,0_1
Med26,0,1,1,0_1
Med27,0,1,1,0_1
Med28,0,1,1,0_1
Med29,0,1,1,0_1
Med30,0,1,1,0_1
Med31,0,1,1,0_1
Med4,0,1,1,0_1
Med6,0,1,1,0_1
Med7,0,1,1,0_1
Med8,0,1,1,0_1
Med9,0,1,1,0_1
Mef2a,0,1,1,0_1
Mef2b,0,1,1,0_1
Mef2c,0,1,1,0_1
Mef2d,0,1,1,0_1
Mefv,0,1,1,0_1
Megf10,0,1,1,0_1
Megf11,0,1,1,0_1
Megf6,0,1,1,0_1
Megf8,0,1,1,0_1
Megf9,0,1,1,0_1
Mei1,0,1,1,0_1
Meig1,0,1,1,0_1
Meis2,0,1,1,0_1
Meis3,0,1,1,0_1
Melk,0,1,1,0_1
Memo1,0,1,1,0_1
Men1,0,1,1,0_1
Meox1,0,1,1,0_1
Meox2,0,1,1,0_1
Mep1a,0,1,1,0_1
Mep1b,0,1,1,0_1
Mepce,0,1,1,0_1
Mepe,0,1,1,0_1
Mertk,0,1,1,0_1
Mesdc1,0,1,1,0_1
Mesdc2,0,1,1,0_1
Mesp1,0,1,1,0_1
Mesp2,0,1,1,0_1
Mest,0,1,1,0_1
Met,0,1,1,0_1
Metap1,0,1,1,0_1
Metap2,0,1,1,0_1
Metrn,0,1,1,0_1
Metrnl,0,1,1,0_1
Mett10d,0,1,1,0_1
Mett11d1,0,1,1,0_1
Mett5d1,0,1,1,0_1
Mettl1,0,1,1,0_1
Mettl10,0,1,1,0_1
Mettl11a,0,1,1,0_1
Mettl11b,0,1,1,0_1
Mettl13,0,1,1,0_1
Mettl2,0,1,1,0_1
Mettl3,0,1,1,0_1
Mettl4,0,1,1,0_1
Mettl5,0,1,1,0_1
Mettl6,0,1,1,0_1
Mettl7a1,0,1,1,0_1
Mettl7a2-Higd1c,0,1,1,0_1
Mettl7b,0,1,1,0_1
Mettl8,0,1,1,0_1
Mettl9,0,1,1,0_1
Mex3a,0,1,1,0_1
Mex3b,0,1,1,0_1
Mex3c,0,1,1,0_1
Mfap1a,0,1,1,0_1
Mfap1b,0,1,1,0_1
Mfap2,0,1,1,0_1
Mfap3,0,1,1,0_1
Mfap3l,0,1,1,0_1
Mfap4,0,1,1,0_1
Mfap5,0,1,1,0_1
Mff,0,1,1,0_1
Mfge8,0,1,1,0_1
Mfhas1,0,1,1,0_1
Mfi2,0,1,1,0_1
Mfn1,0,1,1,0_1
Mfng,0,1,1,0_1
Mfsd1,0,1,1,0_1
Mfsd10,0,1,1,0_1
Mfsd2a,0,1,1,0_1
Mfsd2b,0,1,1,0_1
Mfsd3,0,1,1,0_1
Mfsd4,0,1,1,0_1
Mfsd5,0,1,1,0_1
Mfsd6,0,1,1,0_1
Mfsd6l,0,1,1,0_1
Mfsd7a,0,1,1,0_1
Mfsd7b,0,1,1,0_1
Mfsd7c,0,1,1,0_1
Mfsd8,0,1,1,0_1
Mfsd9,0,1,1,0_1
Mga,0,1,1,0_1
Mgam,0,1,1,0_1
Mgat1,0,1,1,0_1
Mgat2,0,1,1,0_1
Mgat3,0,1,1,0_1
Mgat4a,0,1,1,0_1
Mgat4b,0,1,1,0_1
Mgat4c,0,1,1,0_1
Mgat5,0,1,1,0_1
Mgat5b,0,1,1,0_1
Mgea5,0,1,1,0_1
Mgl2,0,1,1,0_1
Mgll,0,1,1,0_1
Mgmt,0,1,1,0_1
Mgp,0,1,1,0_1
Mgrn1,0,1,1,0_1
Mgst1,0,1,1,0_1
Mgst2,0,1,1,0_1
Mgst3,0,1,1,0_1
Mia1,0,1,1,0_1
Mia2,0,1,1,0_1
Mia3,0,1,1,0_1
Mib2,0,1,1,0_1
Mical1,0,1,1,0_1
Mical2,0,1,1,0_1
Mical3,0,1,1,0_1
Micall1,0,1,1,0_1
Micall2,0,1,1,0_1
Mid1ip1,0,1,1,0_1
Mid2,0,1,1,0_1
Midn,0,1,1,0_1
Mier2,0,1,1,0_1
Mier3,0,1,1,0_1
Mif,0,1,1,0_1
Miip,0,1,1,0_1
Mill1,0,1,1,0_1
Mill2,0,1,1,0_1
Mina,0,1,1,0_1
Mink1,0,1,1,0_1
Minpp1,0,1,1,0_1
Mios,0,1,1,0_1
Miox,0,1,1,0_1
Mip,0,1,1,0_1
Mipep,0,1,1,0_1
Mipol1,0,1,1,0_1
Mis12,0,1,1,0_1
Mitd1,0,1,1,0_1
Mitf,0,1,1,0_1
Mixl1,0,1,1,0_1
Mki67,0,1,1,0_1
Mkks,0,1,1,0_1
Mkl1,0,1,1,0_1
Mkl2,0,1,1,0_1
Mkln1,0,1,1,0_1
Mknk1,0,1,1,0_1
Mknk2,0,1,1,0_1
Mkrn1,0,1,1,0_1
Mkrn2,0,1,1,0_1
Mkrn3,0,1,1,0_1
Mks1,0,1,1,0_1
Mkx,0,1,1,0_1
Mlana,0,1,1,0_1
Mlc1,0,1,1,0_1
Mlec,0,1,1,0_1
Mlf1,0,1,1,0_1
Mlf1ip,0,1,1,0_1
Mlf2,0,1,1,0_1
Mlh1,0,1,1,0_1
Mlh3,0,1,1,0_1
Mlkl,0,1,1,0_1
Mll1,0,1,1,0_1
Mll2,0,1,1,0_1
Mll3,0,1,1,0_1
Mll5,0,1,1,0_1
Mllt1,0,1,1,0_1
Mllt10,0,1,1,0_1
Mllt11,0,1,1,0_1
Mllt3,0,1,1,0_1
Mllt4,0,1,1,0_1
Mllt6,0,1,1,0_1
Mlph,0,1,1,0_1
Mlst8,0,1,1,0_1
Mlx,0,1,1,0_1
Mlxip,0,1,1,0_1
Mlxipl,0,1,1,0_1
Mlycd,0,1,1,0_1
Mmaa,0,1,1,0_1
Mmab,0,1,1,0_1
Mmachc,0,1,1,0_1
Mmadhc,0,1,1,0_1
Mmd,0,1,1,0_1
Mmd2,0,1,1,0_1
Mme,0,1,1,0_1
Mmel1,0,1,1,0_1
Mmgt1,0,1,1,0_1
Mmgt2,0,1,1,0_1
Mmp10,0,1,1,0_1
Mmp11,0,1,1,0_1
Mmp12,0,1,1,0_1
Mmp13,0,1,1,0_1
Mmp14,0,1,1,0_1
Mmp15,0,1,1,0_1
Mmp16,0,1,1,0_1
Mmp17,0,1,1,0_1
Mmp19,0,1,1,0_1
Mmp1a,0,1,1,0_1
Mmp1b,0,1,1,0_1
Mmp2,0,1,1,0_1
Mmp20,0,1,1,0_1
Mmp21,0,1,1,0_1
Mmp23,0,1,1,0_1
Mmp24,0,1,1,0_1
Mmp25,0,1,1,0_1
Mmp27,0,1,1,0_1
Mmp28,0,1,1,0_1
Mmp3,0,1,1,0_1
Mmp7,0,1,1,0_1
Mmp8,0,1,1,0_1
Mmp9,0,1,1,0_1
Mmrn1,0,1,1,0_1
Mmrn2,0,1,1,0_1
Mms19,0,1,1,0_1
Mn1,0,1,1,0_1
Mnat1,0,1,1,0_1
Mnd1,0,1,1,0_1
Mnda,0,1,1,0_1
Mndal,0,1,1,0_1
Mns1,0,1,1,0_1
Mnt,0,1,1,0_1
Moap1,0,1,1,0_1
Mobkl1a,0,1,1,0_1
Mobkl1b,0,1,1,0_1
Mobkl2a,0,1,1,0_1
Mobkl2c,0,1,1,0_1
Mobkl3,0,1,1,0_1
Mobp,0,1,1,0_1
Mocos,0,1,1,0_1
Mocs1,0,1,1,0_1
Mocs2,0,1,1,0_1
Mocs3,0,1,1,0_1
Mog,0,1,1,0_1
Mogat1,0,1,1,0_1
Mogat2,0,1,1,0_1
Mogs,0,1,1,0_1
Mon1a,0,1,1,0_1
Mon1b,0,1,1,0_1
Mon2,0,1,1,0_1
Morc1,0,1,1,0_1
Morc2a,0,1,1,0_1
Morc3,0,1,1,0_1
Morc4,0,1,1,0_1
Morf4l1,0,1,1,0_1
Morf4l2,0,1,1,0_1
Morn1,0,1,1,0_1
Morn3,0,1,1,0_1
Morn5,0,1,1,0_1
Mos,0,1,1,0_1
Mosc1,0,1,1,0_1
Mosc2,0,1,1,0_1
Mospd1,0,1,1,0_1
Mospd2,0,1,1,0_1
Mospd3,0,1,1,0_1
Mospd4,0,1,1,0_1
Mov10,0,1,1,0_1
Mov10l1,0,1,1,0_1
Moxd1,0,1,1,0_1
Moxd2,0,1,1,0_1
Mpdu1,0,1,1,0_1
Mpdz,0,1,1,0_1
Mpeg1,0,1,1,0_1
Mpg,0,1,1,0_1
Mphosph10,0,1,1,0_1
Mphosph6,0,1,1,0_1
Mphosph8,0,1,1,0_1
Mphosph9,0,1,1,0_1
Mpi,0,1,1,0_1
Mpl,0,1,1,0_1
Mpnd,0,1,1,0_1
Mpo,0,1,1,0_1
Mpp1,0,1,1,0_1
Mpp2,0,1,1,0_1
Mpp4,0,1,1,0_1
Mpp5,0,1,1,0_1
Mpp6,0,1,1,0_1
Mpp7,0,1,1,0_1
Mppe1,0,1,1,0_1
Mpped1,0,1,1,0_1
Mpped2,0,1,1,0_1
Mprip,0,1,1,0_1
Mpst,0,1,1,0_1
Mpv17,0,1,1,0_1
Mpv17l,0,1,1,0_1
Mpz,0,1,1,0_1
Mpzl1,0,1,1,0_1
Mpzl2,0,1,1,0_1
Mpzl3,0,1,1,0_1
Mr1,0,1,1,0_1
Mrap,0,1,1,0_1
Mrap2,0,1,1,0_1
Mras,0,1,1,0_1
Mrc1,0,1,1,0_1
Mrc2,0,1,1,0_1
Mreg,0,1,1,0_1
Mrfap1,0,1,1,0_1
Mrgpra1,0,1,1,0_1
Mrgpra2a,0,1,1,0_1
Mrgpra2b,0,1,1,0_1
Mrgpra3,0,1,1,0_1
Mrgpra4,0,1,1,0_1
Mrgpra9,0,1,1,0_1
Mrgprb2,0,1,1,0_1
Mrgpre,0,1,1,0_1
Mrgprf,0,1,1,0_1
