Sample ID	sample1	sample2	sample3	sample4
ANKRD13B:NM_172945	650	908	692	1214
ANKRD13C:NM_001013806	836	899	715	922
ANKRD13D:NM_026720	638	751	861	935
ANKRD16:NM_177268	452	660	629	799
ANKRD17:NM_030886:NM_198010	6779	7639	6007	7901
ANKRD1:NM_013468	0	1	3	0
ANKRD22:NM_024204	19	15	18	17
ANKRD23:NM_153502	319	510	457	621
ANKRD24:NM_027480	59	66	68	85
ANKRD26:NM_001081112	389	467	388	464
ANKRD27:NM_178263:NM_145633	4284	5404	4080	5500
ANKRD28:NM_001024604	2259	2430	1549	2270
ANKRD2:NM_020033	0	0	0	0
ANKRD32:NM_134071	227	242	128	214
ANKRD33:NM_144790	0	0	0	0
ANKRD33B:NM_027496:NM_001164441:NM_026153	16	12	16	14
ANKRD34A:NM_001024851	0	0	1	1
ANKRD34B:NM_175455	0	0	0	1
ANKRD34C:NM_207260	0	0	0	0
ANKRD35:NM_001081139	13	5	16	7
ANKRD36:NM_023816	0	0	0	0
ANKRD37:NM_001039562	42	86	30	62
ANKRD39:NM_026241	451	557	488	714
ANKRD40:NM_146024:NM_027799	2255	2568	2088	2423
ANKRD42:NM_028665	4	3	3	7
ANKRD43:NM_183173	0	0	0	0
ANKRD44:NM_001081433:NM_177835	3198	3512	2766	3125
ANKRD45:NM_028664	0	0	1	0
ANKRD46:NM_175134	1635	2068	1711	2045
ANKRD49:NM_019683	186	243	136	210
ANP32E:NM_023210	6705	7685	4640	6899
ANPEP:NM_008486	0	14	6	25
ANTXR1:NM_054041	13	120	75	149
ANTXR2:NM_133738	381	418	340	418
ANTXRL:NM_172808	0	0	0	0
ANUBL1:NM_001081317	169	169	180	149
ANXA10:NM_011922:NM_001136089	0	0	0	0
ANXA11:NM_013469	1677	2072	2011	2127
ANXA1:NM_010730	127	223	224	302
ANXA2:NM_007585	1798	2276	2074	2050
ANXA3:NM_013470	10	54	38	45
ANXA4:NM_013471	41	61	54	74
ANXA5:NM_009673	434	537	495	517
ANXA6:NM_013472:NM_001110211	9091	11900	9747	11185
ANXA7:NM_009674:NM_001110794	2345	2657	2347	2604
ANXA8:NM_013473	0	21	5	36
ANXA9:NM_001085383:NM_023628	23	40	39	41
AOAH:NM_012054	3	3	1	1
AOC2:NM_178932	227	300	314	440
AOC3:NM_009675	2	18	11	27
AOX1:NM_009676	3	5	1	7
AOX3:NM_023617	0	0	0	0
AOX3L1:NM_001008419	0	0	1	0
AOX4:NM_023631	0	0	0	0
AP1AR:NM_145964	1715	1752	1225	1772
AP1B1:NM_007454	5084	6217	5391	6183
AP1G1:NM_009677	2166	2514	1962	2549
AP1G2:NM_007455	827	1078	1095	1182
AP1M1:NM_007456	3786	4273	3751	4651
AP1M2:NM_001110300:NM_009678	0	0	0	0
AP1S1:NM_007457	723	929	759	807
AP1S2:NM_026887	200	220	117	187
AP1S3:NM_183027	103	131	70	126
AP2A1:NM_007458:NM_001077264	2827	3649	3080	3814
AP2A2:NM_007459	2726	3488	2954	3358
AP2B1:NM_001035854:NM_027915	5567	6350	4904	6099
AP2M1:NM_009679	609	805	562	602
AP2S1:NM_198613	1372	1572	1494	1534
AP3B1:NM_009680	3125	3491	2916	3383
AP3B2:NM_021492	0	0	0	0
AP3D1:NM_007460	4422	5473	5108	5806
APITD1:NM_027263	19	29	24	19
APLF:NM_024251:NM_001170489	303	299	279	294
APLN:NM_013912	21	20	23	29
APLNR:NM_011784	0	1	0	0
APLP1:NM_007467	10	20	5	11
APLP2:NM_001102455:NM_009691:NM_001102456	1024	1354	1060	1101
APOA1:NM_009692	0	0	0	1
APOA1BP:NM_144897	723	841	781	858
APOA2:NM_013474	0	1	1	4
APOA4:NM_007468	0	0	0	0
APOA5:NM_080434	0	1	0	0
APOB48R:NM_138310	638	691	659	660
APOB:NM_009693	1	0	0	1
APOBEC1:NM_031159:NM_001134391	61	73	73	67
APOBEC2:NM_009694	2	5	3	6
APOBEC3:NM_001160415:NM_030255	6258	6928	5905	7037
APOBEC4:NM_001081197	0	0	0	0
APOC1:NM_007469:NM_001110009	0	0	0	0
APOC2:NM_009695	0	0	0	0
APOC3:NM_023114	0	0	0	0
APOC4:NM_007385	0	0	0	0
APOD:NM_007470	0	0	0	0
APOE:NM_009696	141	179	177	254
APOF:NM_133997	0	0	0	1
APOH:NM_013475	0	0	2	0
APOL10A:NM_177744	0	0	0	0
APOL10B:NM_177820	1	2	0	1
APOL6:NM_001163621:NM_028010	0	2	1	2
APOL7A:NM_029419:NM_001164640	0	0	0	0
APOL7C:NM_175391	0	0	0	0
APOL7E:NM_001134802	171	270	186	277
APOL9A:NM_173786:NM_001162883	0	5	0	8
APOL9B:NM_173743:NM_001168660	1	2	2	0
APOM:NM_018816	17	9	6	10
APON:NM_133996	3	3	0	2
APOO:NM_026673:NR_004438	6	3	4	7
APOOL:NM_026565	100	106	88	80
APP:NM_007471	140	332	273	374
APPBP2:NM_025825	1323	1425	1054	1615
APPL1:NM_145221	4810	4824	3116	4637
APPL2:NM_145220	313	401	459	569
APRT:NM_009698	684	965	725	888
APTX:NM_025545:NM_001025444	683	687	645	670
AQP11:NM_175105	2279	2167	2014	2231
AQP12:NM_001159658:NM_177587	0	0	0	0
AQP1:NM_007472	10	64	43	68
AQP2:NM_009699	0	0	0	0
AQP3:NM_016689	49	57	64	46
AQP4:NM_009700	2	0	1	0
AQP5:NM_009701	0	0	0	0
AQP6:NM_175087	0	0	0	0
AQP7:NM_007473	0	2	0	2
AQP8:NM_007474:NM_001109045	0	0	0	0
AQP9:NM_022026	18	37	22	39
AQR:NM_009702	3445	4466	2992	4590
ARL1:NM_025859	565	752	494	613
ARL2:NM_019722	272	347	274	290
ARL2BP:NM_024191:NM_024269	3227	3888	2993	3379
ARL3:NM_019718	435	447	363	414
ARL4A:NM_007487:NM_001039515	400	523	317	432
ARL4C:NM_177305	4372	8961	4613	9204
ARL4D:NM_025404	5	7	5	15
ARL5A:NM_182994	1179	1157	675	1145
ARL5B:NM_029466	587	609	332	576
ARL5C:NM_207231	1669	1648	1687	1897
ARL6:NM_019665	38	51	33	30
ARL6IP1:NM_019419	7878	8395	6533	8298
ARL6IP4:NM_144509	1236	1359	1243	1425
ARL6IP5:NM_022992	3474	4324	3439	3813
ARL6IP6:NM_022989	1134	1313	808	1072
ARL8A:NM_026823	1555	1745	1575	1683
ARL8B:NM_026011	1777	2151	1490	2041
ARL9:NM_206935	1	0	0	0
ARMC10:NM_026034	1243	1344	969	1212
ARMC1:NM_028840	905	1021	735	1019
ARMC2:NM_001034858	11	12	11	13
ARMC3:NM_001081083	12	6	6	9
ARMC4:NM_001081393	0	0	1	0
ARMC5:NM_146205	1070	1392	1354	1820
ARMC6:NM_133972	199	211	273	278
ARMC7:NM_177778	1450	1994	1656	2095
ARMC8:NM_028768:NM_001166138	817	981	770	999
ARMC9:NM_030184:NM_027456	228	289	302	407
ARMCX1:NM_001166378:NM_001166377:NM_001166380:NM_030066:NM_001166379	112	145	92	130
ARMCX2:NM_026139:NM_001166398:NM_001166397	177	280	216	249
ARMCX3:NM_027870	30	21	21	23
ARMCX5:NM_001009575	180	210	189	192
ARMCX6:NM_001007578	11	7	6	17
ARNT2:NM_007488	6	6	2	1
ARNT:NM_009709:NM_001037737	2113	2206	1780	2088
ARNTL2:NM_172309	1	0	0	0
ARNTL:NM_007489	2049	2664	2203	2658
ARPC1A:NM_019767	2010	2444	2141	2524
ARPC1B:NM_023142	6746	9038	6618	8142
ARPC2:NM_029711	9516	10956	7951	9229
ARPC3:NM_019824	3138	3302	2837	2911
ARPC4:NM_026552:NM_001170486:NM_001170485	2934	3340	3063	3192
ARPC5:NM_026369	7530	8719	6415	7966
ARPC5L:NM_028809	1398	1575	1282	1491
ARPM1:NM_029690	0	0	0	0
ARPP19:NM_001142655:NM_021548	1469	1464	967	1253
ARPP21:NM_033264:NM_028755:NM_001177618:NM_001177616:NM_001177617:NM_001177619:NM_001177623:NM_001177615:NM_001177620	4644	5738	4962	6504
ARR3:NM_133205	0	0	2	0
ARRB1:NM_177231:NM_178220	1769	2366	2105	2516
ARRB2:NM_145429	3649	5159	4795	5663
ARRDC1:NM_001162485:NM_178408:NR_027876	1868	2270	2321	2448
ARRDC2:NM_027560	681	873	920	957
ARRDC3:NM_001042591	651	603	448	539
ARRDC4:NM_001042592:NM_025549	53	93	85	93
ARRDC5:NM_029799	2	3	3	3
ARSA:NM_009713	578	664	654	733
ARSB:NM_009712	52	91	64	72
ARSG:NM_028710:NM_001166177	91	109	128	163
ARSI:NM_001038499	10	18	12	30
ARSJ:NM_173451	1	7	5	6
ARSK:NM_029847	369	385	179	352
ART1:NM_009710	0	0	0	1
ART2A:NM_007490	0	0	2	5
ART2B:NM_019915	17	28	15	35
ART3:NM_181728	1	1	0	1
ART4:NM_026639	4058	4061	3670	3813
ART5:NM_007491	0	0	1	1
ARTN:NM_009711	0	0	2	0
ARV1:NM_026855	231	363	272	402
ARVCF:NM_033474	554	669	666	800
ARX:NM_007492	72	70	52	90
AS3MT:NM_020577	2	2	1	1
ASAH1:NM_019734	466	558	398	480
ASAH2:NM_018830	261	228	211	262
ASAP1:NM_010026	9145	8569	6622	7267
ASAP2:NM_001135192:NM_001098168:NM_001004364	148	176	137	223
ASAP3:NM_001008232	1	3	6	4
ASB10:NM_080444	0	0	1	0
ASB11:NM_026853	0	0	0	1
ASB12:NM_080858	0	0	0	0
ASB13:NM_178283:NM_080857	486	625	456	712
ASB14:NM_080856:NM_001170748	9	7	12	16
ASB15:NM_080847	0	0	0	0
ASB16:NM_148953	0	0	0	0
ASB17:NM_025758	0	0	0	1
ASB18:NM_139152	0	0	0	0
ASB1:NM_001039126:NM_023046	864	1023	874	1024
ASB2:NM_023049	58	140	87	138
ASB3:NM_023906	478	502	364	449
ASB4:NM_023048	0	0	0	0
ASB5:NM_029569	2	2	6	4
ASB6:NM_133346	1496	1871	1622	1894
ASB7:NM_080443:NR_003961	896	1050	794	990
ASB8:NM_001170710:NM_030121:NM_001170711	1273	1453	1215	1372
ASB9:NM_027027	0	0	0	0
ASCC1:NM_026937	732	760	757	829
ASCC2:NM_029291	1056	1329	1063	1281
ASCC3:NM_001146089:NM_198007	1303	1181	712	1142
ASCL1:NM_008553	0	0	1	0
ASCL2:NM_008554	0	0	0	0
ASCL3:NM_020051	0	0	0	0
ASF1A:NM_025541	1038	1196	762	1066
ASF1B:NM_024184	190	254	233	280
ASGR1:NM_009714	0	1	1	1
ASGR2:NM_007493	0	0	0	0
ASH1L:NM_138679	3966	4254	3175	4431
ASH2L:NM_011791:NM_001080793	2007	2278	1900	2222
ASL:NM_133768	485	561	550	574
ASNA1:NM_019652	1545	1845	1373	1764
ASNS:NM_012055	7	58	33	57
ATG2B:NM_029654	3499	4258	3016	4421
ATG3:NM_026402	629	734	545	654
ATG4A:NM_174875	85	96	64	87
ATG4B:NM_174874	1149	1315	1187	1156
ATG4C:NM_175029:NM_001145967	69	71	41	97
ATG4D:NM_153583	846	1034	989	1089
ATG5:NM_053069	826	951	650	805
ATG7:NM_028835	959	1034	874	921
ATG9A:NM_001003917	2225	2444	2491	2607
ATG9B:NM_001002897	5	16	14	11
ATHL1:NM_145387	1190	1548	1324	1572
ATIC:NM_026195	1307	2002	1085	2078
ATL1:NM_178628	1	5	1	7
ATL2:NM_019717:NM_178050	1241	1369	906	1243
ATL3:NM_001163505:NM_146091	3241	3293	2112	2995
ATM:NM_007499	1921	2107	1193	2336
ATMIN:NM_177700	2022	2484	2061	2575
ATN1:NM_007881	3315	4165	3500	4404
ATOH1:NM_007500	0	0	0	0
ATOH7:NM_016864	0	0	0	0
ATOH8:NM_153778	12	189	154	300
ATOX1:NM_009720	872	1000	786	801
ATP10A:NM_009728	1506	1695	1279	1501
ATP10B:NM_176999	0	0	0	0
ATP10D:NR_003966:NM_153389	677	860	640	1015
ATP11A:NM_015804	56	119	104	133
ATP11B:NM_029570	5726	5395	3804	4935
ATP11C:NM_001037863:NM_001001798	961	956	486	1115
ATP12A:NM_138652	0	0	0	0
ATP13A1:NM_133224	4513	5706	4954	6793
ATP13A2:NM_001164366:NM_029097	3254	3958	3691	4452
ATP13A3:NM_001128094:NM_001128096	7034	6333	4852	7280
ATP13A4:NM_001164612:NM_001164613:NM_172613	0	0	0	0
ATP13A5:NM_175650	0	0	0	0
ATP1A1:NM_144900	16249	21594	14857	20041
ATP1A2:NM_178405	0	0	0	1
ATP1A3:NM_144921	19	20	23	22
ATP1A4:NM_013734	1	0	0	0
ATP1B1:NM_009721	5255	5294	4401	4770
ATP1B2:NM_013415	31	58	35	51
ATP1B3:NM_007502	12802	15948	12625	16738
ATP1B4:NM_133690	0	0	1	0
ATP2A1:NM_007504	28	53	55	85
ATP2A2:NM_009722:NR_027838:NM_001110140	3864	4800	3411	5174
ATP2A3:NM_016745:NM_001163337:NM_001163336	16000	20136	14727	15753
ATP2B1:NM_026482	885	988	683	850
ATP2B2:NM_001036684:NM_009723	1	0	1	0
ATP2B3:NM_177236	0	0	0	0
ATP2B4:NM_213616:NM_001167949	3672	4373	3917	4980
ATP2C1:NM_175025	1023	1148	917	1269
ATP2C2:NM_026922	0	0	0	0
ATP4A:NM_018731	0	0	0	1
ATP4B:NM_009724	0	0	0	0
ATP5A1:NM_007505	13242	16812	13652	15256
ATP5B:NM_016774	14371	17797	13390	16658
ATP5C1:NM_020615:NM_001112738	2056	2491	1913	2337
ATP5D:NM_025313	3312	3630	3207	3405
ATP5E:NM_025983	1688	1973	1423	1507
ATP5F1:NM_009725	1395	1713	1065	1456
ATP5G1:NM_001161419:NM_007506:NM_001112664	77	115	89	82
ATP5G2:NM_026468	7	15	3	10
ATP5G3:NM_175015	2155	2720	2030	2388
ATP5H:NM_027862	596	645	466	563
ATP5J2:NM_020582	1081	1086	943	885
ATP5J:NM_016755:NR_002690	977	1030	849	920
ATP5K:NM_007507	484	501	275	268
ATP5L:NM_013795	13	11	8	18
ATP5O:NM_138597	1028	1354	1003	1120
ATP5S:NM_026536	34	36	23	36
ATP5SL:NM_025504	1197	1449	1238	1497
ATP6AP1:NM_018794	2554	2968	2417	2830
ATP6AP2:NM_027439	1628	1613	1085	1522
ATP6V0A1:NM_016920	95	138	145	170
ATP6V0A2:NM_011596	2257	2947	2180	2950
ATP6V0A4:NM_080467	0	0	0	1
ATP6V0B:NM_033617	955	1089	1121	1260
ATP6V0C:NM_009729	461	522	400	459
ATXN7L2:NM_175183	1267	1543	1200	1781
ATXN7L3:NM_001098836:NM_001098837	3774	4460	4238	4745
AU017455:NM_001033215	17	13	13	15
AU018091:NM_001004153	0	0	0	0
AU018778:NM_144930	0	0	0	0
AU019823:NM_001134902:NM_212449	592	763	446	670
AU021034:NM_177629	0	0	0	0
AU021092:NM_001033220	0	1	0	0
AU022252:NM_001012400	389	510	387	477
AU022751:NM_001033211:NM_001166433	0	0	0	0
AU022870:NM_177682	1212	1348	943	1305
AU023871:NM_001033221	0	0	0	0
AU040320:NM_001035525:NM_133886:NM_001035526	2135	2719	2247	2536
AU040829:NM_175003:NM_001099288	1	10	9	21
AU042651:NM_177809	0	0	1	0
AUH:NM_016709	662	752	505	742
AUP1:NM_007517	2583	3338	3068	3768
AURKA:NM_011497	69	96	88	111
AURKAIP1:NM_025338	1262	1401	1309	1293
AURKB:NM_011496	14	62	37	62
AURKC:NM_020572:NM_001080966:NM_001080965	0	0	0	0
AUTS2:NM_177047	91	128	104	122
AV249152:NM_145425	42	52	42	52
AVEN:NM_028844:NM_001165935	1093	1265	1058	1297
AVIL:NM_009635	10	11	15	13
AVL9:NM_030235	3863	3892	2702	4151
AVP:NM_009732	0	0	0	0
AVPI1:NM_027106	77	98	101	112
AVPR1A:NM_016847	0	0	0	1
AVPR1B:NM_011924	0	0	0	0
AVPR2:NM_019404	64	89	108	141
AW011738:NR_030671	133	580	118	642
AW146020:NM_177884	219	256	187	288
AW146154:NM_001033530	124	99	59	103
AW209491:NM_001104646:NM_134067	260	298	201	280
AW549877:NM_145930	2136	1984	1311	2093
AW551984:NM_178737	0	0	0	0
AW554918:NM_001033532	585	611	470	670
AW555464:NM_001024602	579	789	650	811
AWAT1:NM_001081136	0	0	0	0
AWAT2:NM_177746	0	5	3	5
AXIN1:NM_009733:NM_001159598	4316	5204	4680	5415
AXIN2:NM_015732	1858	1975	1685	1766
AXL:NM_009465	648	873	793	855
AY074887:NM_145229	7	7	8	6
AY358078:NM_194347	9	8	3	7
AY761184:NM_001007582	0	0	0	0
AY761185:NM_001012640	0	0	0	0
AYM1:NM_001012726	0	0	0	0
AYTL1B:NM_027599	0	1	0	0
AZGP1:NM_013478	0	0	0	0
AZI1:NM_009734:NM_001109658	528	613	567	625
AZI2:NM_001048146:NM_013727	1568	1771	1106	1720
AZIN1:NM_001102458:NM_018745	1150	1402	807	1279
B020004J07RIK:NM_001033790	0	0	0	0
B020018G12RIK:NM_001039518	287	365	218	292
B130006D01RIK:NR_028263	10	8	6	8
B230118H07RIK:NM_026592	20	22	17	28
B230120H23RIK:NM_023057:NM_178084:NM_001164791	215	228	251	293
B230208H17RIK:NM_001024616	2451	2950	2482	2959
B230217C12RIK:NM_001080935	1	1	5	6
B230219D22RIK:NM_181278	4385	4758	3568	5054
B230312A22RIK:NM_172691	618	777	802	824
B230315N10RIK:NM_001105557	57	51	19	60
B230319C09RIK:NR_028382	3	4	1	4
B230358A15RIK:NM_172931	0	0	0	0
B2M:NM_009735	12428	12024	8783	10423
B3GALNT1:NM_020026	0	0	0	0
B3GALNT2:NM_178640	780	1024	603	1078
B3GALT1:NM_020283	0	1	0	1
B3GALT2:NM_020025	12	6	10	7
B3GALT4:NM_019420	241	264	243	260
B3GALT5:NM_001122993:NM_033149	45	79	35	76
B3GALT6:NM_080445	261	456	273	482
BAG2:NM_145392	251	438	223	352
BAG3:NM_013863	156	320	224	318
BAG4:NM_026121	977	1060	843	1066
BAG5:NM_027404	931	1178	815	1210
BAHCC1:NM_198423	4514	5063	4327	5608
BAHD1:NM_001045523	4366	5030	4533	5461
BAI1:NM_174991	0	0	0	0
BAI2:NM_173071	8	6	12	6
BAI3:NM_175642	0	0	0	0
BAIAP2:NM_130862:NM_001037754:NM_001037755	671	917	652	671
BAIAP2L1:NM_025833	10	8	9	16
BAIAP2L2:NM_177580	10	9	18	8
BAIAP3:NM_001163270	696	974	1194	1378
BAK1:NM_007523	2013	2501	2147	2314
BAMBI:NM_026505	29	24	36	29
BANF1:NM_001038231:NM_011793	2006	2351	1884	2284
BANF2:NM_207275:NM_001044750	0	0	0	0
BANK1:NM_001033350	2	2	3	6
BANP:NM_016812:NM_001110100	995	1185	1157	1354
BAP1:NM_027088	4128	5009	4284	5018
BARD1:NM_007525	38	32	32	42
BARHL1:NM_019446:NM_001164186	0	5	3	3
BARHL2:NM_001005477	0	0	0	0
BARX1:NM_007526	0	0	0	0
BARX2:NM_013800	0	0	0	0
BASP1:NM_027395	2439	2539	1948	2285
BAT1A:NM_019693	6583	8428	7068	8841
BAT2:NM_020027	27330	34369	26997	39110
BAT2D:NM_001081290	16032	19022	13341	19790
BAT2L:NM_172661:NM_001159634	31199	35120	28387	36943
BAT3:NM_057171	10615	12950	11114	13636
BAT4:NM_001128597:NM_032460	439	560	451	435
BAT5:NM_178592	1405	1595	1536	1683
BATF2:NM_028967	0	0	0	0
BATF3:NM_030060	6	41	14	23
BATF:NM_016767	692	901	678	856
BAX:NM_007527	1440	1882	1475	1755
BAZ1A:NM_013815	2630	3028	2363	3227
BAZ1B:NM_011714	6727	8003	6500	8351
BAZ2A:NM_054078	12922	14623	13034	15969
BAZ2B:NM_001001182	4871	5051	3991	4967
BB014433:NM_001007591	0	1	0	0
BB287469:NR_003647	0	0	0	0
BBC3:NM_133234	4942	4690	3927	4297
BBOX1:NM_130452	0	0	0	0
BBS10:NM_027914	97	114	100	101
BBS12:NM_001008502	80	112	99	128
BBS1:NM_001033128	104	154	128	151
BBS2:NM_026116	151	218	219	228
BBS4:NM_175325	245	259	221	275
BBS5:NM_028284	7	5	1	3
BBS7:NM_027810	5	10	7	8
BBS9:NM_178415:NM_181316	259	274	392	420
BBX:NM_027444	1898	1785	1393	1650
BC002230:NM_183155	1330	1389	1384	1425
BC003266:NM_030252	524	551	509	527
BC003267:NM_145591	219	205	102	184
BC003331:NM_145511:NM_001077237	258	257	182	241
BC004004:NM_030561	1115	1296	1154	1261
BC005537:NM_024473	9057	9722	7778	9675
BC005624:NM_144885	480	615	432	572
BC005764:NM_001170935:NM_181681:NR_033210	269	403	273	447
BC006779:NM_183162	4604	6183	5076	6854
BC006965:NR_024085	0	0	0	0
BC011248:NM_144857	634	801	669	733
BC011426:NM_145490	191	186	88	195
BC013529:NM_145418	539	561	398	476
BC013712:NM_001033308	97	152	123	117
BC030336:NM_001164580	1089	1262	652	1166
BC030476:NM_173421	0	0	0	0
BC030499:NM_001045522	1	3	2	3
BC030500:NM_173411	0	0	0	0
BC030867:NM_153544	2	12	7	14
BC030870:NR_033217	0	0	0	0
BC031181:NM_001001181	1695	2022	1443	1807
BC031353:NM_001113283:NM_153584	2503	2397	1993	2382
BC031441:NM_146249	93	115	61	91
BC031748:NM_146261	604	607	391	635
BC031781:NM_145943	1537	1786	1263	1597
BC032203:NM_001100452	1968	2376	1970	2428
BC037034:NM_153161	1549	1989	1874	2378
BC037703:NM_172295	0	2	0	5
BC039632:NM_001081268	4	14	12	15
BC046331:NM_177673	924	1146	885	1122
BC046404:NM_198861	200	220	203	202
BC048355:NM_207161	6	6	8	13
BC048403:NM_173022	340	514	296	486
BC048502:NM_177631	0	0	0	0
BC048507:NM_001001185	114	171	121	128
BC048546:NM_001001179	0	0	0	0
BC048562:NM_001004192	0	0	0	0
BC048599:NM_175020	0	0	0	0
BC048609:NM_001111317	3	3	3	3
BC048644:NM_001033485	0	0	1	4
BC048671:NM_177738	0	0	0	0
BC048679:NM_183143	0	0	0	0
BC049349:NM_001164581	427	444	262	368
BC049635:NM_177785	0	0	0	0
BC049715:NM_178776	34	52	41	68
BC049730:NM_199150	0	0	0	0
BC049762:NM_177567	1	0	5	0
BC049807:NM_001002008	8	23	15	27
BC050777:NM_183181	3	2	4	6
BC051019:NM_001040700	2	1	0	4
BC051070:NM_178412	0	0	0	0
BC051628:NM_199312	3	7	8	6
BC051665:NM_199148	0	0	0	0
BC052040:NM_207264:NM_001145898	124	174	145	164
BC053393:NM_001025435	0	0	0	0
BCKDHB:NM_199195	33	39	35	52
BCKDK:NM_009739	971	1134	1034	1079
BCL10:NM_009740	1356	1609	1323	1625
BCL11A:NM_016707:NM_001159289:NM_001159290	8	11	8	8
BCL11B:NM_021399:NM_001079883	25473	27935	22438	30175
BCL2:NM_009741:NM_177410	4750	6369	5538	7115
BCL2A1A:NM_009742	0	0	0	0
BCL2A1C:NM_007535	0	0	0	0
BCL2A1D:NM_007536	0	0	0	0
BCL2L10:NM_013479	0	0	0	0
BCL2L11:NM_207681:NM_207680:NM_009754	4754	5734	3271	5243
BCL2L12:NM_029410	622	740	608	706
BCL2L13:NM_153516	2412	2908	2400	2866
BCL2L14:NM_025778	218	299	203	301
BCL2L15:NM_001142959:NM_001142960	0	3	0	3
BCL2L1:NM_009743	421	497	521	544
BCL3:NM_033601	135	186	193	265
BCL6:NM_009744	9164	7121	6442	6438
BCL6B:NM_007528	0	0	0	0
BCL7A:NM_029850	1738	2051	1513	2121
BCL7B:NM_009745	1208	1511	1264	1335
BCL7C:NM_009746:NR_030428	840	1005	868	910
BCL9:NM_029933	1535	1911	1654	1912
BCL9L:NM_030256	12564	21373	14037	19765
BCLAF1:NM_153787:NM_001025393:NM_001025392	3022	2948	1777	2974
BCLP2:NM_001080816	14	14	11	26
BCMO1:NM_021486:NM_001163028	0	0	0	1
BCO2:NM_133217	2	6	5	5
BCOR:NM_029510:NM_175045:NM_175046:NM_175044:NM_001168321	7938	9154	7493	8768
BCORL1:NM_178782	1186	1323	1064	1221
BCR:NM_001081412	5304	6342	6029	7649
BCS1L:NM_025784	199	289	184	280
BDH1:NM_175177:NM_001122683	2654	3255	2132	2870
BDH2:NM_027208:NM_001172055	0	0	0	1
BDKRB1:NM_007539	1	1	3	8
BDKRB2:NM_009747	1	0	0	0
BDNF:NM_007540:NM_001048139:NM_001048141:NM_001048142	6	19	15	19
BDP1:NM_001081061	2238	2429	1461	2313
BEAN:NM_001141924:NM_001141922:NM_001141925	0	0	0	0
BECN1:NM_019584	2177	2608	1990	2457
BEGAIN:NM_001163175	61	74	74	87
BEND3:NM_199028	916	1223	802	1315
BEND5:NM_026279	346	401	359	382
BEND6:NM_177235	1	5	2	4
BEND7:NM_178663	0	0	0	0
BEST1:NM_011913	1	0	1	1
BEST2:NM_001130193:NM_001130194:NM_145388	0	0	1	2
BEST3:NM_001007583	1	0	0	0
BET1:NM_009748	355	322	160	253
BET1L:NM_018742	835	980	853	905
BET3L:NM_001162937	0	0	0	0
BEX1:NM_009052	2	0	1	2
BEX2:NM_009749	1	1	0	2
BEX4:NM_212457	0	0	0	0
BEX6:NM_001033539	5	16	2	15
BFAR:NM_025976:NM_001177552	1344	1420	1264	1405
BFSP1:NM_009751	0	0	0	0
BFSP2:NM_001002896	145	233	159	358
BGLAP-RS1:NM_031368	0	0	0	0
BGLAP1:NM_007541:NM_001037939	0	0	0	0
BGLAP2:NM_001032298	0	0	0	0
BGN:NM_007542	164	1626	1044	1986
BHLHA15:NM_010800	9	21	22	31
BHLHA9:NM_177182	0	0	0	0
BHLHB9:NM_001098222:NM_198161	814	949	566	815
BHLHE22:NM_021560	0	0	0	0
BHLHE23:NM_080641	0	0	0	0
BHLHE40:NM_011498	152	181	119	123
ZYG11A:NM_001167936	0	0	0	1
ZYG11B:NM_001033634	5977	6206	5233	6743
ZYX:NM_011777	17312	20397	21334	20842
ZZEF1:NM_001045536	4828	6012	4800	6227
ZZZ3:NM_001080755:NM_198416	1908	2087	1503	2130
no_feature	4194635	4561435	3580504	4963880
ambiguous	141181	159572	133026	156924
too_low_aQual	0	0	0	0
not_aligned	0	0	0	0
alignment_not_unique	0	0	0	0
