"","id","normalizedCounts_13314_invitro_2h_GFP/13315_invitro_2h_DL1","normalizedCounts_13316_invitro_4h_GFP","pval","padj","moderated_log2FoldChange","foldChange","rpkm_VIT","rpkm_VITB","disp"
"LY6D:NM_010742","LY6D",793.541650837296,391.343126796486,1.27376386390632e-05,0.00742408368986013,-0.757271101882816,0.493160159121534,44.0350243124661,22.2302112464916,0.0147237748092318
"SH3TC1:NM_194344","SH3TC1",206.259140879205,443.596328385789,0.000124486088740029,0.0418061749011968,0.756742798458918,2.15067476037622,1.73227649462991,3.82914913026069,0.0243800836570558
"G2E3:NM_001015099:NM_001167964:NM_001167963","G2E3",913.131387480041,480.28474652296,0.000104960695248191,0.0377134252541062,-0.736992975043929,0.525975509229177,5.18028633176303,2.80837692036865,0.0142689975019692
"D030028A08RIK:NR_003293","D030028A08RIK",275.700883628052,113.400565151254,0.000125626229692104,0.0418061749011968,-0.732446405188299,0.411317380122158,3.75294245896461,1.58193418431594,0.02597526159678
"SLC25A36:NM_138756","SLC25A36",912.548736408133,488.067138249026,0.000126902734951501,0.0418061749011968,-0.727190951516516,0.534839531059019,11.3865161012627,6.27147306842592,0.0140776050729048
"BC016423:NM_134063","BC016423",2362.16792260819,1364.14209255479,4.74504083659251e-05,0.021148926128742,-0.725486486193592,0.577495816236711,10.8395070756065,6.43431906026852,0.0106149025044562
"IL12RB2:NM_008354","IL12RB2",851.945608117409,446.931639125532,4.11788604771422e-05,0.0195007641147066,-0.721354602362762,0.524601142217449,11.0605845466517,5.94640928960609,0.013934116817273
"2410129H14RIK:NM_175245","2410129H14RIK",1539.6398655789,877.18672455235,0.000107013150714436,0.0377134252541062,-0.712505833718556,0.569735003726037,26.1224168482262,15.3080957123481,0.0118566648909726
"ZFP654:NM_028059","ZFP654",695.984316941648,363.548870631962,0.000291433582946992,0.0723997461635854,-0.700418948516541,0.522352101595477,5.60426968337744,3.01917938593772,0.016230886515134
"SFRS3:NM_013663","SFRS3",839.790227202411,459.161111837922,0.000247162938942952,0.0672471524079583,-0.699035290720484,0.54675691257747,12.5199955814519,7.03784153635736,0.0147014742139018
"AW011738:NR_030671","AW011738",336.100399708081,131.188889096549,5.97097963181367e-06,0.00411291933365929,-0.69652269468706,0.390326489377855,4.73344521645224,1.88339698590273,0.0219681487600376
"GNL3:NM_153547","GNL3",820.230723652479,436.925706906304,7.25602249050677e-05,0.0297183148165242,-0.694238969421503,0.53268634581338,16.6211943384426,9.07043221879729,0.0142959518092187
"CLEC2D:NM_053109","CLEC2D",1004.44756450503,560.332204276786,0.000362386159331546,0.08075882144868,-0.691473046411756,0.557851125412309,31.7543943621225,18.2409221552268,0.0143981185424314
"RNF138:NM_019706:NM_207623","RNF138",1187.39489114397,675.956309921202,0.000227210222531845,0.0649649757027844,-0.688722289682893,0.5692767544839,14.5881689593009,8.54649150085248,0.0128000597555464
"POLR1B:NM_009086","POLR1B",722.004949147641,381.337194577257,8.72439902072226e-05,0.0330523856900063,-0.681254186178368,0.528164239078198,6.92745517643026,3.74708540963569,0.014896915634328
"EIF1A:NM_010120","EIF1A",1300.75378078717,748.221375948962,0.000141254277612014,0.0436850474067848,-0.677019275096121,0.575221373176531,17.3404644167909,10.2348500540274,0.0122828087239891
"SRGAP3:NM_080448","SRGAP3",1411.89232791614,824.933522963046,0.000248504720525648,0.0672471524079583,-0.673910469090524,0.584275094249284,6.08185047869473,3.6507668097619,0.012358319902293
"ATP11C:NM_001037863:NM_001001798","ATP11C",954.672286347022,540.320339838329,0.000343327511597522,0.0788300774355886,-0.67140098491338,0.565974677976484,6.01585180799722,3.50515663102947,0.0135351959355103
"LYPLA1:NM_008866","LYPLA1",1859.72396227449,1107.3231655946,0.000233215470933686,0.06544717123202,-0.671275669359302,0.59542340049236,29.1873255029054,17.8761535098896,0.0113377134985615
"D1ERTD622E:NM_133825","D1ERTD622E",1023.15467554229,568.114596002853,8.20215331030331e-05,0.0327093240169306,-0.667787705470859,0.555257782213372,14.3681118709876,8.17094451177853,0.0130559962533254
"PPP1CB:NM_172707","PPP1CB",3777.92722232543,2321.37627486097,0.000207228794555873,0.0603912529365327,-0.662942019887987,0.614457647871812,35.8975050030827,22.6970998146758,0.0101019682795897
"HAUS3:NM_146159","HAUS3",1183.91988279441,670.397458688298,0.000309395539889366,0.0750403283470455,-0.661882626466541,0.566252386188461,23.1232526839509,13.5116646664899,0.0129537588362371
"ADAMTS10:NM_172619","ADAMTS10",4084.35957722027,6507.19125323815,0.000132766295666521,0.0428072435006481,0.65348518557049,1.59319744753394,41.7375887471998,68.2988415046883,0.00989002736555984
"TSR1:NM_177325","TSR1",724.118743212532,398.013748275971,0.000271839846213965,0.069132499696731,-0.648540014923858,0.549652597735828,8.19403163356844,4.61492349984403,0.0152973644873973
"NOP58:NM_018868","NOP58",1326.79448589194,784.909794086133,0.00027371980875042,0.069132499696731,-0.644503645089701,0.591583551508716,25.6042891003811,15.5415323831903,0.0122117253279436
"ABCE1:NM_015751","ABCE1",2192.92196825554,1345.24199836292,0.00031486240598447,0.0750403283470455,-0.643504266415317,0.613447271647817,21.9529105567325,13.8431082497811,0.0107743080004074
"CD24A:NM_009846","CD24A",5367.44657813214,3364.21676615388,0.000326162882321259,0.0760411125953285,-0.642259802430681,0.62678160223527,113.04828721068,72.9517041499888,0.00990656491242765
"DEPDC6:NM_145470:NM_001037937","DEPDC6",256.085287297432,87.8298494798931,2.57730851711509e-06,0.00216980740379789,-0.63438987316442,0.342971087510711,2.87964900707318,1.00449135760357,0.0249513453896426
"DDX21:NM_019553","DDX21",4127.97096279194,2605.98945798569,0.000261133696396688,0.069132499696731,-0.618283900172733,0.631300336527352,33.3364939793196,21.5920345412707,0.0099697916654728
"PPRC1:NM_001081214","PPRC1",2437.5254005978,1497.55452214451,0.000137745190344097,0.0434873044682176,-0.583395969331063,0.614374940165642,17.858335198836,11.2281294396757,0.010502051949014
